comment_id,comment_text,segmented_text,stemmed_segmented_text,true_aspect,predicted_aspect,similarity_score
3536,"Bismillah betulan besok di kerjakan karena sudah mati 3 hari,, bisa menghubungi di no hp 081130700551 semoga tidak janji lagi😔","karena sudah mati , menghubungi ponsel genggam moga tidak janji","karena sudah mati , hubung ponsel genggam moga tidak janji",Air Tidak Mengalir,Lainnya,0.5710900820004975
3551,"@pdamsuryasembada kendung itu di bulan lalu itu sudah dibongkar, kok bulan iki bocor maneh. Bulan lalu yang dikerjain apap Cok?","lalu sudah bongkar , bocor .","lalu sudah bongkar , bocor .",Kebocoran,Lainnya,0.5272626580100214
3552,"Tolong @pdamsuryasembada dicarikan solusi nya. Jangan seperti diulang² terus. Saya tahu gak ada yg mau pipa bocor apalagi pihak pdam sendiri. Tapi alangkah baiknya cari solusi nya supaya gk sering bocor, atau kalo pun bocor bisa diperbaiki dgn waktu cepat tanpa menghambat aktifitas warga yg membutuhkan air. Karena air pdam ini warga bayar bukan bantuan gratis. Apalagi tagihan air jg tidak murah.  Kalo sudah tahu sering bocor pipanya,harusnya cari solusi pemerintah. Saya harus tag siapa supaya ada yg peduli pemerintahnya. Ini masalah bukan masalah kecil yg di ulang² terus, kalopun masalah kecil jg gk bagus kalo diulang² tanpa ada perubahan dan perbaikan.","karena air pdam warga bayar bukan bantuan gratis . tagihan air tidak murah . sudah bocor pipa , harus cari solusi pemerintah . harus tag ada peduli pemerintah . bukan kecil ulang , kalopun kecil ga bagus diulang ada perubahan perbaikan .","karena air pdam warga bayar bukan bantu gratis . tagih air tidak murah . sudah bocor pipa , harus cari solusi perintah . harus tag ada peduli perintah . bukan kecil ulang , kalo kecil ga bagus ulang ada ubah baik .",Harga,Lainnya,0.2786000342509339
3588,"ngene ngene ae ki sdah tgl 19 dr tgl 15 ra nyala ki yaopo uang habis cuma buat beli air galon kmaren di tarik tagihan air nk tagihan air ae gak bsa telat , skali telat kena denda tp air gak pernah nyala wes kterlaluan nk kayak gini😡",tapi air tidak hidup sudah gini,tapi air tidak hidup sudah gin,Air Tidak Mengalir,Air Kotor/Bau,0.43213070380055335
3609,"pak aq punya anak 2 kcil"" saiki lagi pup gak ono air pak beli galon gak ada krn di ge tandon orangnya sdri pak ya Allah pak"" trus kon nyeboki ge opo pak 😢 shalat z btuh wudhu pak trus ra tau ados awak pliket kabeh mok kon tayamun",lalu kon cebok ge shalat butuh wudhu,lalu kon cebok ge shalat butuh wudhu,Lainnya,Air Tidak Mengalir,0.29241319426642154
3614,"Gak isok berkata"" aq wissan reg mbuh aturren trus awurren 😭🔥",lalu awur,lalu awur,Lainnya,Meteran (Macet/Bermasalah),0.5327576863824036
3616,Ya Allah Di rmh saya blom sampek keluar air nya sdh mau mati lg ... tagihan air makin mahal tp tak bisa pernah lancar dpt air nya,allah rumah belum sampai keluar air nya sudah mati . tagihan air mahal,allah rumah belum sampai keluar air nya sudah mati . tagih air mahal,Air Tidak Mengalir,Pemasangan,0.3686033551888855
3627,"Pbi loo belum lancar air e, mosok tiap hari begadang nunggu air keluar krna debit air kecil. Skrg bocooorr maneh bocooorr maneh kapan bener e seh pdam iki.... wayahe tagihan byuuuuuuhh regoe meluberr pdahal banyune gatau meluber 😢",karena debit air kecil . sekarang bocor bocor kapan benar nya seh pdam . tagihan harga luber pdahal airnya ga pernah meluber,karena debit air kecil . sekarang bocor bocor kapan benar nya seh pdam . tagih harga luber pdahal air ga pernah luber,Harga,Kebocoran,0.3410645857518235
3672,@isnievanya Rejosari Benowo sedang ada proyek box culvert bu🙏 Utk pipa terdampak box culvert kami upayakan perbaikan dgn mengikuti jadwal pemasangan box. Apabila membutuhkan bantuan air tangki selama air belum keluar silakan menghubungi call center bebas pulsa di 08001926666/ WA ke 08123316666 -w.,sedang ada proyek kotak culvert bu pipa dampak kotak culvert perbaikan mengikuti jadwal pemasangan kotak . membutuhkan bantuan air tangki air belum keluar silakan menghubungi call center bebas pulsa whatsapp .,sedang ada proyek kotak culvert bu pipa dampak kotak culvert baik ikut jadwal pasang kotak . butuh bantu air tangki air belum keluar sila hubung call center bebas pulsa whatsapp .,Pelayanan,Lainnya,0.3615826366961644
3742,"Kebraon air matiiii pakkkkk 
Bbrp hari mengalir kecillll,,tdk semua punya tandon pak .. Mana skrg makin mahal aja pak tagihan nya tp PELAYANAN MIRISSSSSSSSSSSSSSSSS",tapi pelayanan miris,tapi layan miris,Pelayanan,Lainnya,0.793774654282935
3743,"TOLONG DONG, TELAT AJA KENA DENDA, TP KALIAN TELAT INFO AJA ENGGA ADA TANGGUNG JAWABNYA,INI GIMANA KEBRAON 3 HARIAN AIR SUSAH, NAIK AJA TERUS BIAYANYA ,TOLONG DONG DI NOTICE INI YG PADA KOMEN² JANGAN DIEM AJA!!","tapi terlambat informasi engga ada tanggung jawab , kebraon harian air susah , naik biaya , perhatikan komen diam !","tapi lambat informasi engga ada tanggung jawab , kebraon hari air susah , naik biaya , perhati komen diam !",Air Tidak Mengalir,Lainnya,0.33302634884117854
3746,"Bukannya ga menghargai yg kerja di lapangan, tapi masa sehari aja aliran air lancar, hari ini mampet lagi... Daerah gayungan.. Ada apa lagi kali ini??? Ini masih pagi looo... Ga ada info update??? Tolong donk ini mengganggu aktifitas.","tapi sehari aliran air lancar , mampat . daerah gayungan . ada ? pagi . ga ada informasi pembaruan ? mengganggu aktivitas .","tapi hari alir air lancar , mampat . daerah gayung . ada ? pagi . ga ada informasi baru ? ganggu aktivitas .",Air Tidak Mengalir,Lainnya,0.3561803641725048
3759,"@ella_nurlailiyah Selamat pagi ibu Ella, mohon maaf atas gangguan air di Kebraon, hal tersebut krn kemarin ada pekerjaan koneksi pipa di Kebraon Gg Tomat. Saat ini sudah selesai dan normalisasi aliran ke pelanggan.-w","selamat pagi ibu ella , mohon maaf gangguan air kebraon ,","selamat pagi ibu ella , mohon maaf ganggu air kebraon ,",Air Tidak Mengalir,Lainnya,0.5358466701825341
3771,"@pdamsuryasembada mau nampung sebanyak apa kak? nampung pake apa? sebanyak2nya nampung ga cukup jg kak. kl dari jam 07.30 udah selesai dan normalisasi aliran ke pelanggan, tp sampe saat ini airnya masih mati",tapi sampai air mati,tapi sampai air mati,Air Tidak Mengalir,Pelayanan,0.7219118851668325
3868,"sudah sebulan, tiap pagi jam 5 sd. 1 siang, air tidak sampai dapur, trus aktifitas dapur kapan?kualitas air hanya bisa dipakai mandi dan cuci piring. - jambangan baru selatan dan sekitarnya",lalu aktivitas dapur kapan ? kualitas air pakai mandi cuci piring . jambangan baru selatan,lalu aktivitas dapur kapan ? kualitas air pakai mandi cuci piring . jambang baru selatan,Air Kotor/Bau,Air Tidak Mengalir,0.4581408625247857
3896,"Koreksi Min, 5 Oktober itu bukan Senin, tp hari Ahad/Minggu 👏","koreksi admin , oktober bukan ,","koreksi admin , oktober bukan ,",Lainnya,Air Tidak Mengalir,0.34453762433247115
3931,@rii.roo bu ini kayaknya krn protek goronh2nya pak @ericahyadi_  yg mbuh pekerjanya area menanggal muesti ga beres. Krn tak iteni setiap ada proyek galiane eri mesti bocor kayak mereka ga paham di situbada karingan pipa apa aja dgn jarak brp2nya 😪,karena tidak perhati ada proyek gali mesti bocor ga paham situbada karingan pipa jarak brpnya,karena tidak perhati ada proyek gali mesti bocor ga paham situbada karingan pipa jarak brpnya,Kebocoran,Pelayanan,0.2997562780092667
3969,"Tolong ga keluar sampe sekarang, tolong donk bagian Humas/PR jikalau ada perbaikan sosialisasinya ga hanya di sosial media krn ga smua follow insta PDAM, kalau bs sosialisasinya di tmpt terdampak dan jg ksi solusi dan ga smua pny water tank. Sy komen krn sy feel sorry sm tetangga yg harus jalan ke tmpt Sy angkut air pdhl org tua. Makasi mohon bekerja lebih bijak.","ga keluar sampai sekarang , bagian hubungan masyarakat pr jikalau ada perbaikan sosialisasi ga sosial media","ga keluar sampai sekarang , bagi hubung masyarakat pr jikalau ada baik sosialisasi ga sosial media",Air Tidak Mengalir,Pelayanan,0.44702134260746007
4113,"halo min, saya dapat info katanya akan ada kenaikan tarif bulan ini. apakah benar dan urgensinya apa ya naik tarif di saat ekonomi seperti ini? @pdamsuryasembada",akan ada kenaikan tarif . benar urgensi naik tarif ekonomi ?,akan ada naik tarif . benar urgensi naik tarif ekonomi ?,Harga,Pemakaian,0.6808764904734593
4118,Min apakah ada perbaikan krn dr td pagi air di daerah klampis ngasem gang masjid keluarmya sedikit,admin ada perbaikan,admin ada baik,Lainnya,Air Tidak Mengalir,0.7213016875015448
4119,@pdamsuryasembada sudah siang gini. Tak kunjung keluar air ya. Gmn nihhhhh. Tagihan naek trus. Pelayanan malah turun hadehh,sudah siang gini . tidak kunjung keluar air . . tagihan naik,sudah siang gin . tidak kunjung keluar air . . tagih naik,Air Tidak Mengalir,Harga,0.32030914811903705
4119,@pdamsuryasembada sudah siang gini. Tak kunjung keluar air ya. Gmn nihhhhh. Tagihan naek trus. Pelayanan malah turun hadehh,lalu . pelayanan turun,lalu . layan turun,Pelayanan,Pemasangan,0.4096063734854587
4121,"Min omaku daerah hr muhammad. Lek mari onok kebocoran trus wes mari diperbaiki ngunu banyune mili terus isuk awan bengi mantap lah.... tp marungunu ga suwe, isuk jam 7 wes ga nyala kran dapur, ngenteni awan jam 1 baru isok mili nak dapur lek ga disanyo ga bakal iso mili. Ngunuku tanda onok kebocoran ta minnnnn","tapi ga lama , pagi jam sudah ga hidup keran dapur , tunggu awan jam baru admin nak dapur ga pompa ga admin . tanda ada kebocoran ta admin","tapi ga lama , pagi jam sudah ga hidup keran dapur , tunggu awan jam baru admin nak dapur ga pompa ga admin . tanda ada bocor ta admin",Air Tidak Mengalir,Lainnya,0.3927675171728239
4192,"@ranie.albani. Lha iya. Ga ada info gangguan tiba2 mati pet. Klo pas ada info biasanya malah ga bnr2 mati. Dan ini udah berulang2 begitu. Sering bgt ga ada info tiba2 mati, kdg sampe luamaa. Bsk pdhl hari kerja/hr sekolah. Malem waktunya food prep buat bsk pagi, air malah mati. Gimana PDAM ini, pelayanannya dr dulu ga jg membaik",". albani . lha . ga ada informasi gangguan mati pet . pas ada informasi ga benar mati . sudah berulang . banget ga ada informasi mati , kadang sampai lama . besok",". albani . lha . ga ada informasi ganggu mati pet . pas ada informasi ga benar mati . sudah ulang . banget ga ada informasi mati , kadang sampai lama . besok",Air Tidak Mengalir,Lainnya,0.587921450469744
4193,@novi_e_mulyanti iyaaa benerrrr kak..mana tagihan makin lama makin mahalllllllllll tp pelayanan zeroooooooo,benar kakak . tagihan lama mahal,benar kakak . tagih lama mahal,Harga,Lainnya,0.7639164911334884
4193,@novi_e_mulyanti iyaaa benerrrr kak..mana tagihan makin lama makin mahalllllllllll tp pelayanan zeroooooooo,tapi pelayanan,tapi layan,Pelayanan,Lainnya,0.793774654282935
4212,"@ranie.albani  Iya, skrg retribusinya aja  udah 11rb di luar pemakaian air. Tapi pelayanan zonk. Kebraon sering bgt kena air mati tanpa info.",". albani , sekarang retribusi sudah pemakaian air .",". albani , sekarang retribusi sudah pakai air .",Pemakaian,Lainnya,0.4632233426949952
4230,Pondok maritim air mati total gimana ini?? Ga ada pemberitahuan sama sekali. Bener2 menyebalkan banget!! Kasian anak saya sakit perut ga ada air krn ga ada info bakalan kalian matiin aliran air. Keterlaluan!!!,karena ga ada informasi,karena ga ada informasi,Pelayanan,Lainnya,0.7960668543016893
4234,Biasanya tagihan air saya /bulan hanya 28-30rb tapi sekarang kok bengkak jadi 80rban,tapi sekarang bengkak ribu an,tapi sekarang bengkak ribu an,Harga,Air Tidak Mengalir,0.47476007295366984
4235,tolong segera di selesaikan secepatnya karna warga butuh airr cepaatt 🙏🙏,karena warga butuh air cepat,karena warga butuh air cepat,Lainnya,Air Tidak Mengalir,0.34999543702616065
4349,"Telfon call center hampir 50 panggilan ga ada yg nyaut, wa ga ada kelanjutan, tapi air gak nyala2. Minta tangki kemana??? Sementara telfon yg jawab robot😢","telepon call center hampir panggilan ga ada balas , whatsapp ga ada kelanjutan ,","telepon call center hampir panggil ga ada balas , whatsapp ga ada lanjut ,",Pelayanan,Lainnya,0.5324016055377352
4349,"Telfon call center hampir 50 panggilan ga ada yg nyaut, wa ga ada kelanjutan, tapi air gak nyala2. Minta tangki kemana??? Sementara telfon yg jawab robot😢",tapi air tidak hidup . tangki ? telepon jawab robot,tapi air tidak hidup . tangki ? telepon jawab robot,Air Tidak Mengalir,Air Kotor/Bau,0.4390880627528376
4351,Ono ae.. Pdhl tahun- tahun sebelume gak prnh lho mati-mati.. Hampir jarang. Mbuh tahun iki kok ono ae sing di benakno,padahal tidak loh mati mati . hampir jarang . tidak tahu ada aja perbaiki,padahal tidak loh mati mati . hampir jarang . tidak tahu ada aja baik,Air Tidak Mengalir,Lainnya,0.39163441399697096
4357,"Please pdam klo perbaikan gak beres2 gini tangki air nya gercep, gk ush nggu pelanggan tlp dlu lah... Lgs menuju alamat pelanggan masak gda database alamat.. skrg pada tlp cs aja susah sibuk trus...😢",lalu .,lalu .,Air Kotor/Bau,Meteran (Macet/Bermasalah),0.5327576863824036
4401,"Pak saran kalau mesti ngumpulin 5 kk - 6 kk susah karena banyak yg kerja rumahbkosong, mending keliling nawari stiap lokasi tangki air gratisnya","karena banyak kerja rumah kosong , lebih baik keliling tawar lokasi tangki air gratis","karena banyak kerja rumah kosong , lebih baik keliling tawar lokasi tangki air gratis",Pemakaian,Air Tidak Mengalir,0.26833212656634375
4406,"utk teknis kt tdk tau sperti apa bpk PDAM..yg terpenting secepatnya terselesaikan & air mengalir dgn normal, krn kmrn info estimasi 8 jam tp mbleset... kasihan kt pelanggan jd korban, Smangat tmn² PDAM","tapi meleset . kasihan pelanggan korban , semangat benaran pdam","tapi meleset . kasihan langgan korban , semangat benar pdam",Lainnya,Harga,0.4317120944286841
4462,"Kisah Para Rasul 16:31 (TB)  Jawab mereka: ""Percayalah kepada Tuhan Yesus Kristus dan engkau akan selamat, engkau dan seisi rumahmu.""",kisah rasul tb jawab percaya tuhan yesus kristus engkau,kisah rasul tb jawab percaya tuhan yesus kristus engkau,Lainnya,Air Tidak Mengalir,0.3645244738817704
4462,"Kisah Para Rasul 16:31 (TB)  Jawab mereka: ""Percayalah kepada Tuhan Yesus Kristus dan engkau akan selamat, engkau dan seisi rumahmu.""","akan selamat , engkau seisi rumah .","akan selamat , engkau isi rumah .",Lainnya,Pelayanan,0.5723436820435643
4464,Apakah aplikasi CIS Pam Surabayabisa untuk pengaduan? Sudah laporan tapi tidak ada tindak lanjut?,aplikasi cis pam surabaya pengaduan ? sudah laporan,aplikasi cis pam surabaya adu ? sudah lapor,Pelayanan,Lainnya,0.7756697221918274
4464,Apakah aplikasi CIS Pam Surabayabisa untuk pengaduan? Sudah laporan tapi tidak ada tindak lanjut?,tapi tidak ada tindak ?,tapi tidak ada tindak ?,Pelayanan,Lainnya,0.5510449516779252
4501,LEK SAMBATAN BANYU MORO² MATI TAPI GAOLEH INFO OPO² SAMBAT NANDI MIN???,sambatan air mati,sambat air mati,Air Tidak Mengalir,Pelayanan,0.7354679279838486
4532,"@fikihanis selamat pagi bu Fikih, utk pekerjaan di Bukit Palma sudah selesai tadi malam. Kemudian ada gangguan air krn kendala kelistrikan PLN padam di IPAM Karangpilang. Saat ini sudah ON kembali dan normalisasi aliran ke pelanggan. Mohon maaf atas ketidaknyamanannya-w","selamat pagi bu fikih , pekerjaan bukit palma sudah selesai malam . ada gangguan air","selamat pagi bu fikih , kerja bukit palma sudah selesai malam . ada ganggu air",Air Tidak Mengalir,Kebocoran,0.3637866964982555
4534,@pdamsuryasembada ngalir Min meskipun kecil debitnya mungkin krn pemakai nyalakan air semua yaa jd ngefek ke debit air...,karena pemakai nyala air efek debit air .,karena pakai nyala air efek debit air .,Pemakaian,Air Kotor/Bau,0.3858738602688921
4543,"Ya Allah min kpan iki nyalanya anggota klga banyak anak kecil bnyak air gak nyala"" beli air galon trus , mati sampek 3 hari rek😢 tiap mari bayar tagihan kok ginii ya 😭",allah admin kapan hidup anggota keluarga banyak anak kecil banyak air tidak hidup beli air galon,allah admin kapan hidup anggota keluarga banyak anak kecil banyak air tidak hidup beli air galon,Air Tidak Mengalir,Lainnya,0.38952484371874446
4543,"Ya Allah min kpan iki nyalanya anggota klga banyak anak kecil bnyak air gak nyala"" beli air galon trus , mati sampek 3 hari rek😢 tiap mari bayar tagihan kok ginii ya 😭","lalu , mati sampai kawan mari bayar tagihan","lalu , mati sampai kawan mari bayar tagih",Harga,Lainnya,0.38594590403020623
4544,"sama kk aq tiap bulannya kena 160 kdang lbih gak ada tandon nanti pda jam tertentu mati pagi wktue shubuh sampai jm 8 mati sore nya mati lagi jam stgah 4 sampek isyak  apa"" pkerjaan hrs nunggu air pdahal byar gak pernah telat 😭 bayar sgitu"" trus tp air sering mati 😢",tapi air mati,tapi air mati,Air Tidak Mengalir,Air Kotor/Bau,0.7108580555841978
4618,"@pdamsuryasembada sulit nyambung di telfonnya, kalau gampang kan ga akan ngomel min","sulit sambung telepon , gampang kan ga","sulit sambung telepon , gampang kan ga",Pelayanan,Lainnya,0.3835650193156478
4626,"@lee_chamoomilee sy aja kaplingan tiba-tiba jadi kode nya 2.1 melonjak tiga kali lipat bayar nya tiap bln, komplain percuma cuma di datengin petugas tok tp ga ada solusinya","kaveling kode nya . melonjak lipat bayar nya , komplain datang petugas tok","kaveling kode nya . lonjak lipat bayar nya , komplain datang tugas tok",Harga,Lainnya,0.4381388135025818
4626,"@lee_chamoomilee sy aja kaplingan tiba-tiba jadi kode nya 2.1 melonjak tiga kali lipat bayar nya tiap bln, komplain percuma cuma di datengin petugas tok tp ga ada solusinya",tapi ga ada solusi,tapi ga ada solusi,Pelayanan,Lainnya,0.47286235723922293
4629,"@pdamsuryasembada Mulai dari cuci tangan saja butuh air, buang air kecil, buang air besar, mandi, cuci piring, cuci baju, cuci apa saja pakai air. Kita bukan orang bule atau orang luar yg buang air kecil lap pake tisu cukup, bisa bisa kena penyakit kalo kayak gini, kenapa? Sering nahan pipis, nahan eek, gatal² gak mandi penyebabnya karna tidak ada air. Saya sih kalo tagihan air mahal gk bakal komplain kalo sesuai pemakaian saya puas dengan air, berlimpah² air dirumah saya. Lah ini sampe kekeringan, kalo normal pun, di jam jam tertentu juga mati kok. Saya gak ada berlimpah air dirumah. Tagihan sampe segitu, bikin pusing.","cuci tangan butuh air , buang air kecil , buang air besar , mandi , cuci piring , cuci baju , cuci pakai air . bukan bule buang air kecil lap pakai tisu , kena penyakit gini , ? tahan pipis , tahan , gatal tidak mandi","cuci tangan butuh air , buang air kecil , buang air besar , mandi , cuci piring , cuci baju , cuci pakai air . bukan bule buang air kecil lap pakai tisu , kena sakit gin , ? tahan pipis , tahan , gatal tidak mandi",Air Tidak Mengalir,Lainnya,0.45207966150300316
4629,"@pdamsuryasembada Mulai dari cuci tangan saja butuh air, buang air kecil, buang air besar, mandi, cuci piring, cuci baju, cuci apa saja pakai air. Kita bukan orang bule atau orang luar yg buang air kecil lap pake tisu cukup, bisa bisa kena penyakit kalo kayak gini, kenapa? Sering nahan pipis, nahan eek, gatal² gak mandi penyebabnya karna tidak ada air. Saya sih kalo tagihan air mahal gk bakal komplain kalo sesuai pemakaian saya puas dengan air, berlimpah² air dirumah saya. Lah ini sampe kekeringan, kalo normal pun, di jam jam tertentu juga mati kok. Saya gak ada berlimpah air dirumah. Tagihan sampe segitu, bikin pusing.","karena tidak ada air . sih tagihan air mahal ga komplain pemakaian puas air , berlimpah air rumah . sampai kekeringan , normal , jam jam mati . tidak ada berlimpah air rumah . tagihan sampai segitu , bikin pusing .","karena tidak ada air . sih tagih air mahal ga komplain pakai puas air , limpah air rumah . sampai kering , normal , jam jam mati . tidak ada limpah air rumah . tagih sampai segitu , bikin pusing .",Harga,Pelayanan,0.25103933617509194
4665,"Pagi min, utk pondok benowo indah apa jg terkena dampaknya? Ini saya mau interview kerja masa ndak mandi, tolong dibantu utk petugas perbaikan nya di push jangan di lama lama kan. Kalo bisa dikerjakan gotong royong biar cepat selesai. Karna air ini kehidupan, kalo gk ada air gk bisa ngapa²in. Dan saya komen ulang soal tagihan air yg tidak bisa di logika. 5 bulan dari bulan mei hingga september ini total tagihan yg saya bayar 1 juta 500 an. Dengan kondisi tidak pakai sanyo, air mati di jam tertentu yg artinya tidak nyala 24 jam. Tidak memakai tandon artinya tidak menyimpan air banyak, hanya di bak mandi saja. Cuci baju 1x seminggu, masak tidak tiap hari, makan beli. Cuci piring jg bukan Cuci piring hajatan, pemakaian rumah tangga saja. Wajar ndak min kalo 1,5 jt utk tagihan air saja?? Sedangkan kondisi air yg begini, tolong ya min jangan sering mati, bayar telat 1 hari saja sudah didenda loh gk ada toleransi sama sekali.  Tapi kalo matiin air kok sampe selama ini. Udh keberapa kali ini mati airnya. Perbaikan yg membutuhkan waktu lama, gk cukup beberapa jam saja.","pagi admin , pondok benowo indah terkena dampak ? wawancara kerja tidak mandi , bantu petugas perbaikan nya dorong lama lama kan . kerja gotong biar cepat selesai .","pagi admin , pondok benowo indah kena dampak ? wawancara kerja tidak mandi , bantu tugas baik nya dorong lama lama kan . kerja gotong biar cepat selesai .",Air Tidak Mengalir,Lainnya,0.2993906241067543
4665,"Pagi min, utk pondok benowo indah apa jg terkena dampaknya? Ini saya mau interview kerja masa ndak mandi, tolong dibantu utk petugas perbaikan nya di push jangan di lama lama kan. Kalo bisa dikerjakan gotong royong biar cepat selesai. Karna air ini kehidupan, kalo gk ada air gk bisa ngapa²in. Dan saya komen ulang soal tagihan air yg tidak bisa di logika. 5 bulan dari bulan mei hingga september ini total tagihan yg saya bayar 1 juta 500 an. Dengan kondisi tidak pakai sanyo, air mati di jam tertentu yg artinya tidak nyala 24 jam. Tidak memakai tandon artinya tidak menyimpan air banyak, hanya di bak mandi saja. Cuci baju 1x seminggu, masak tidak tiap hari, makan beli. Cuci piring jg bukan Cuci piring hajatan, pemakaian rumah tangga saja. Wajar ndak min kalo 1,5 jt utk tagihan air saja?? Sedangkan kondisi air yg begini, tolong ya min jangan sering mati, bayar telat 1 hari saja sudah didenda loh gk ada toleransi sama sekali.  Tapi kalo matiin air kok sampe selama ini. Udh keberapa kali ini mati airnya. Perbaikan yg membutuhkan waktu lama, gk cukup beberapa jam saja.","sedangkan air , admin mati , bayar terlambat sudah denda loh ga ada toleransi sekali .","sedang air , admin mati , bayar lambat sudah denda loh ga ada toleransi sekali .",Air Tidak Mengalir,Harga,0.34498113904233796
4671,@pdamsuryasembada Oallah tetap harus call dulu ya pak. Tp di call no sibuk terus. Masalahnya kalau air udah kehambat keperluan yg lain” jg ikut kehambat bapak…. Buat mandi sama cuci piring ada sampek dibelani beli air galon loh. Udah habis 5 galon ini. BAB maupun BAK harus nahan nahan,tetap harus call .,tetap harus call .,Pelayanan,Air Tidak Mengalir,0.34016641127831193
4671,@pdamsuryasembada Oallah tetap harus call dulu ya pak. Tp di call no sibuk terus. Masalahnya kalau air udah kehambat keperluan yg lain” jg ikut kehambat bapak…. Buat mandi sama cuci piring ada sampek dibelani beli air galon loh. Udah habis 5 galon ini. BAB maupun BAK harus nahan nahan,tapi call sibuk . air sudah hambat keperluan hambat . mandi cuci piring ada sampai bela beli air galon loh . sudah habis galon . bab bak harus tahan tahan,tapi call sibuk . air sudah hambat perlu hambat . mandi cuci piring ada sampai bela beli air galon loh . sudah habis galon . bab bak harus tahan tahan,Air Tidak Mengalir,Lainnya,0.34834613450752133
4678,"Yaopo min kok durung mengalir banyu e, wong di kongkon doa terus tapi gak onok hasile.. Urip gak onok banyu koyok Urip Ng pedalaman.. @pdamsuryasembada PING!!!",tapi tidak ada hasil . hidup tidak ada air hidup ng pedalaman . !,tapi tidak ada hasil . hidup tidak ada air hidup ng dalam . !,Air Tidak Mengalir,Lainnya,0.5170564148524907
4681,MOHON MAAF ATAS GANGGUAN AIR YG TERJADI KRN DAMPAK PEKERJAAN PIPA BOCOR DI BUKIT PALMA. SAAT INI PETUGAS SEDANG PROSES PENGELASAN PIPA. MOHON DOANYA AGAR PEKERJAAN LEKAS SELESAI DAN AIR BISA MENGALIR KEMBALI KE TEMPAT MASYARAKAT TERDAMPAK 🙏 NGUNU AE TEROSS SAMPEK RIYOYO!!! @pdamsuryasembada,mohon maaf gangguan air,mohon maaf ganggu air,Air Tidak Mengalir,Lainnya,0.76582300937164
4681,MOHON MAAF ATAS GANGGUAN AIR YG TERJADI KRN DAMPAK PEKERJAAN PIPA BOCOR DI BUKIT PALMA. SAAT INI PETUGAS SEDANG PROSES PENGELASAN PIPA. MOHON DOANYA AGAR PEKERJAAN LEKAS SELESAI DAN AIR BISA MENGALIR KEMBALI KE TEMPAT MASYARAKAT TERDAMPAK 🙏 NGUNU AE TEROSS SAMPEK RIYOYO!!! @pdamsuryasembada,sedang proses pengelasan pipa . mohon doa pekerjaan lekas selesai air mengalir masyarakat dampak aja teross sampai lebaran !,sedang proses kelas pipa . mohon doa kerja lekas selesai air alir masyarakat dampak aja teross sampai lebaran !,Air Tidak Mengalir,Lainnya,0.3407748847444668
4693,"@boss_skoel_catering sudah pernah komplain dan di cek petugas, jawaban tidak ada kebocoran dan sesuai pemakaian kak. Saya butuh solusi utk  tagihan yg bikin pusing ini. Tapi ndak ada solusi",tapi tidak ada solusi,tapi tidak ada solusi,Pelayanan,Lainnya,0.5272741490737055
4702,@pdamsuryasembada estimasi tulisan 8.jam cs di telpn slalu di alihkan ke sibuk trus maunya apa min cri solusi min perbaikan TPI GK menyusahkan warga gimana,lalu admin cari solusi admin perbaikan,lalu admin cari solusi admin baik,Kebocoran,Pemasangan,0.31621859269490954
4715,"Pak, sampe subuh blm keluar air nya. Ini sudah Senin pak. Hari padat. Hari penuh emosi. Leren menunggu air. Tanggung jawab mu Endi? Sama seperti konsumen mu yg di tuntut bayar tepat waktu nek ga didenda . Sedangkan nekbmati, konsumen mu disuruh koordinasi sama RT/RW. Ga usah koordinasi, langsung diinfo di titik kumpul penyaluran air via tangki. Nnti SDH koordinasi RT/RW Yo sek leren antri via truk nya.  Ngerti tanggung jawab ga sih pak? @ericahyadi_  tolong di bantu perhatian nya pak. Budaya seperti ini kok ga tau berubah baik",", sampai subuh belum keluar air nya . sudah . padat . penuh emosi . henti menunggu air . tanggung jawab mu ? konsumen mu tuntut bayar ga denda .",", sampai subuh belum keluar air nya . sudah . padat . penuh emosi . henti tunggu air . tanggung jawab mu ? konsumen mu tuntut bayar ga denda .",Air Tidak Mengalir,Lainnya,0.3198590175432619
4733,"@lilik.widyastuti.336 rejosari mbak. Tadi jam 2an sudah nyala, tapi kecil bgt air e",". widyastuti . rejosari mbak . jam sudah hidup ,",". widyastuti . rejosari mbak . jam sudah hidup ,",Lainnya,Air Tidak Mengalir,0.5360668698819137
4746,@ristoys klo mndi iso ditunda tp klo berak mau cawik pke apa .. Tayamum? 😢,mandi tunda,mandi tunda,Lainnya,Air Tidak Mengalir,0.42372979856970194
4780,Ini di perumahan pondok benowo indah juga sangat kecil min. Sampai jam 10 mlm air masih kecil. Mesin cuci tak bisa di pakai karena air nya kecil.,perumahan pondok benowo indah sangat kecil admin . sampai jam malam air kecil . mesin cuci tidak pakai,rumah pondok benowo indah sangat kecil admin . sampai jam malam air kecil . mesin cuci tidak pakai,Air Tidak Mengalir,Lainnya,0.5338177245048152
4781,Lha yo urusan duek ae no.1 tp pelayanane lemote menggilan.,tapi pelayanan lambat .,tapi layan lambat .,Pelayanan,Lainnya,0.6648692052186519
