comment_id,comment_text,segmented_text,stemmed_segmented_text,true_aspect,predicted_aspect,similarity_score
3252,"@wahyu.agnk05 Selamat pagi pak Wahyu, utk wilayah Krembangan air tidak keluar krn pipa bocor terdampak proyek box culvert di Parang Kusumo, saat ini sedang diperbaiki petugas. Utk informasinya kami unggah di IG story. Terima kasih dan mohon maaf atas ketidaknyamanannya. -w",sedang perbaiki petugas . informasi unggah instagram story . terima kasih mohon maaf ketidaknyamanan .,sedang baik tugas . informasi unggah instagram story . terima kasih mohon maaf ketidaknyamanan .,Pelayanan,Lainnya,0.5352696799478275
3253,"@martinus.teguh.1 Selamat pagi pak Martinus, utk wilayah Krembangan air tidak keluar krn pipa bocor terdampak proyek box culvert di Parang Kusumo, saat ini sedang diperbaiki petugas. Utk informasinya kami unggah di IG story. Terima kasih dan mohon maaf atas ketidaknyamanannya. -w",sedang perbaiki petugas . informasi unggah instagram story . terima kasih mohon maaf ketidaknyamanan .,sedang baik tugas . informasi unggah instagram story . terima kasih mohon maaf ketidaknyamanan .,Pelayanan,Lainnya,0.5352696799478275
3254,"@rya.it09 Selamat pagi Bu Rya, utk wilayah Krembangan air tidak keluar krn pipa bocor terdampak proyek box culvert di Parang Kusumo, saat ini sedang diperbaiki petugas. Utk informasinya kami unggah di IG story. Terima kasih dan mohon maaf atas ketidaknyamanannya. -w",sedang perbaiki petugas . informasi unggah instagram story . terima kasih mohon maaf ketidaknyamanan .,sedang baik tugas . informasi unggah instagram story . terima kasih mohon maaf ketidaknyamanan .,Pelayanan,Lainnya,0.5352696799478275
3260,"@pdamsuryasembada iya pak td saya sdh japri pihak lapangan langsung, capek pak. Btw itu box culvert kapan selesainya? Mohon dibantu difollow up ke pak @ericahyadi_  agar cepet selesai. Kalo pas diare gini puyeng air tiap hari mati. Omset UMKM juga terdampak lho pak. Pelanggan merasa dirugikan krn kami bayar tagihan PDAM tp tdk yg kita dpt ga maksinal.","sudah japri lapangan , capek . ngomong-ngomong kotak culvert kapan selesai ? mohon bantu ikuti cepet selesai . pas diare gini puyeng air mati . omset umkm dampak loh . pelanggan rugi","sudah japri lapang , capek . ngomong-ngomong kotak culvert kapan selesai ? mohon bantu ikut cepet selesai . pas diare gin puyeng air mati . omset umkm dampak loh . langgan rugi",Air Tidak Mengalir,Lainnya,0.3590092312669266
3260,"@pdamsuryasembada iya pak td saya sdh japri pihak lapangan langsung, capek pak. Btw itu box culvert kapan selesainya? Mohon dibantu difollow up ke pak @ericahyadi_  agar cepet selesai. Kalo pas diare gini puyeng air tiap hari mati. Omset UMKM juga terdampak lho pak. Pelanggan merasa dirugikan krn kami bayar tagihan PDAM tp tdk yg kita dpt ga maksinal.",tapi tidak ga maksimal .,tapi tidak ga maksimal .,Lainnya,Air Tidak Mengalir,0.5162672207946915
3263,"@cherrypunyarasa Selamat siang ibu Cherrypunyarasa, mohon maaf atas ketidaknyamanannya. Utk wilayah Krembangan gangguan air krn ada pipa pdam putus dampak pekerjaan box culvert di Jl Parang Kusumo. Informasinya kami unggah di IG Story. Terima kasih -w","selamat siang ibu cherrypunyarasa , mohon maaf ketidaknyamanan . wilayah krembangan gangguan air","selamat siang ibu cherrypunyarasa , mohon maaf ketidaknyamanan . wilayah krembangan ganggu air",Air Tidak Mengalir,Lainnya,0.41732449185900766
3279,@pdamsuryasembada beneran min di pondok Benowo indah seharian ini PDAM GK keluar sama sekali coba di cek lagi sudah bener atau belum yg di betulin di sememi kemarin karna dari pagi saya coba nyalakan air GK keluar sama sekali sayaa 3hari GK mandi sama sekali karna sakit sekalinnya sudah sembuh malah krisis air pondok Benowo indah kebacooot,benaran admin pondok benowo indah seharian pdam ga keluar coba cek sudah benar belum perbaiki sememi,benar admin pondok benowo indah hari pdam ga keluar coba cek sudah benar belum baik mem,Air Tidak Mengalir,Lainnya,0.38562984907681114
3281,@pdamsuryasembada sedang proses kapan di kirimnya min yg di butuhkan bukan janji aja tapi air😢,sedang proses kapan kirim admin butuh` bukan janji,sedang proses kapan kirim admin butuh  bukan janji,Lainnya,Pemasangan,0.24646481795561992
3281,@pdamsuryasembada sedang proses kapan di kirimnya min yg di butuhkan bukan janji aja tapi air😢,tapi air,tapi air,Air Tidak Mengalir,Lainnya,0.611054377257116
3295,"@murdaningrumnining sering bgt ky gt y kan, informasi hr rabu mati, malah kamis nya yg mati, qt udh kadung nampung air di ember2 tp matinya besoknya, air di ember udh kadung kotor jd sia2 ga kepake","tapi mati besok , air ember sudah kadung kotor sia ga pakai","tapi mati besok , air ember sudah kadung kotor sia ga pakai",Air Kotor/Bau,Lainnya,0.3037147517304186
3296,"Gr2 air mati seharian, pedagang UMKM sampe terpaksa libur dagang, krn qt jualan jg butuh air 😢 sedangkan tagihan cicilan tetap berjalan😢",karena jualan butuh air,karena jual butuh air,Air Tidak Mengalir,Lainnya,0.42489779719082815
3296,"Gr2 air mati seharian, pedagang UMKM sampe terpaksa libur dagang, krn qt jualan jg butuh air 😢 sedangkan tagihan cicilan tetap berjalan😢",sedangkan tagihan cicilan tetap berjalan,sedang tagih cicil tetap jalan,Harga,Pelayanan,0.27903353608534526
3300,Haloo min mau tanya kalo air keluarnya cuma malam aja apa bisa diperbaiki ya?  Kapan hari ada petugas yg mengganti meteran katanya bisa normal lagi setelah diganti. Tp ttep aja air kluarnya jam 11/12 malam,haloo admin air keluar malam perbaiki ? kapan ada petugas mengganti meter katanya normal ganti .,haloo admin air keluar malam baik ? kapan ada tugas ganti meter kata normal ganti .,Meteran (Macet/Bermasalah),Air Tidak Mengalir,0.4155810010137779
3303,"@cynthia_larasati15 bener bgt ini komen nya😂 dlu ga jarang bgt ya perbaikan2 gni, skrg sering perbaikan sering mati jg, tp tagihan tetap berjalan no ganggu gugat wayae bayar kudu bayar 😆","benar banget komen nya ga jarang banget perbaikan gni , sekarang perbaikan mati ,","benar banget komen nya ga jarang banget baik gni , sekarang baik mati ,",Air Tidak Mengalir,Lainnya,0.44558998318889786
3347,@felixsby selamat sore apakah saat ini air sudah mengalir kembali? Saat ini di wilayah Gayungsari sedang terdampak proyek box culverts di Wisma Pagesangan. Apabila membutuhkan bantuan air tangki gratis selama air belum mengalir silakan menghubungi call center bebas pulsa di 08001926666 🙏 -w,selamat sore air sudah mengalir ? wilayah gayungsari,selamat sore air sudah alir ? wilayah gayungsari,Air Tidak Mengalir,Lainnya,0.5631697769067873
3362,@felixsby Gayungsari Barat saat ini sedang terdampak pemasangan box culvert di Wisma Pagesangan 🙏 Apabila membutuhkan bantuan air tangki gratis selama air belum keluar silakan menghubungi call center bebas pulsa di 08001926666/ WA ke 08123316666 -w,gayungsari barat,gayungsari barat,Lainnya,Air Kotor/Bau,0.5071403254098577
3367,Sekitar tempurejo bisa hidup kapan ini airnya? Apakah masih lama? Sudah tlfn call center tp gak bisa,tapi tidak,tapi tidak,Pelayanan,Air Tidak Mengalir,0.6224822289429638
3373,"@rofiqrow Medayu Utara pipa pdam putus terdampak box culvert, saat ini sedang dalam penanganan petugas. Updatenya kami unggah di IG Story 🙏 Utk bantuan air tangki gratis silakan menghubungi call center bebas pulsa di 08001926666🙏 -w","medayu utara pipa pdam putus dampak kotak culvert ,","medayu utara pipa pdam putus dampak kotak culvert ,",Kebocoran,Pelayanan,0.5935035666775621
3401,@pdamsuryasembada udah dari senin pagi tapi malam nyala ternyata selasa mati lagi sampek sekarang belom hidup,sudah pagi,sudah pagi,Air Tidak Mengalir,Pelayanan,0.7528636967481569
3405,@pdamsuryasembada saya wa ke no hotline PDAM tapi lupa no pelanggannya🥴 mohon dibantu. Upahmu besar di Surga😍,tapi lupa pelanggan mohon bantu . upah surga,tapi lupa langgan mohon bantu . upah surga,Pelayanan,Lainnya,0.4264294909583436
3433,"@budiwiratmo selamat malam pak Budi, mohon maaf atas ketidaknyamanannya. Saat ini di wilayah tersebut sedang ada proyek pemasangan box culvert sepanjang 180 meter. Apabila ada gangguan air dan membutuhkan bantuan air tangki gratis silakan menghubungi call center bebas pulsa di 08001926666 🙏 -w",sedang ada proyek pemasangan kotak culvert meter . ada gangguan air membutuhkan bantuan air tangki gratis silakan menghubungi call center bebas pulsa,sedang ada proyek pasang kotak culvert meter . ada ganggu air butuh bantu air tangki gratis sila hubung call center bebas pulsa,Pelayanan,Pemasangan,0.5306006623997163
3449,"@dolankesiniyuk Halo kak Dolansiniyuk, mohon maaf atas ketidaknyamanannya. Utk wilayah Medayu terdampak pekerjaan pemasangan saluran/ box culvert di wilayah Medayu Utara. Saat ini sedang dalam penanganan petugas. Utk bantuan air tangki gratis selama air tidak keluar silakan menghubungi call center bebas pulsa di 08001926666/ WA ke 08123316666 -w","halo kakak dolansiniyuk , mohon maaf ketidaknyamanan . wilayah medayu dampak pekerjaan pemasangan saluran kotak culvert wilayah medayu utara .","halo kakak dolansiniyuk , mohon maaf ketidaknyamanan . wilayah medayu dampak kerja pasang salur kotak culvert wilayah medayu utara .",Pemasangan,Lainnya,0.4995793447532727
3479,Proyek  box culvert di pagesangan msh terdampak atau tdk ya? Ngga ada pengumuman tp disini air pagesangan mati,proyek kotak culvert pagesangan dampak tidak ? tidak ada pengumuman,proyek kotak culvert pagesangan dampak tidak ? tidak ada umum,Air Tidak Mengalir,Lainnya,0.4454664471205374
3482,"halo min. izin tanya. kalo di suatu area, pipa besarnya rusak kena galian box culvert, sudah diperbaiki. hampir semua rumah sudah lancar airnya. tapi ada 1-2 rumah yg tetap mati airnya. gimana ya min? makasih min 🙏",tapi ada rumah tetap mati air . admin ? terima kasih admin,tapi ada rumah tetap mati air . admin ? terima kasih admin,Air Tidak Mengalir,Lainnya,0.38340010449707623
3484,"@pdamsuryasembada kebetulan saya pengurus kampung (rt) yg sedang membantu warga yg mengalami kasus seperti di atas. stop kran sudah posisi terbuka, air tetap tidak keluar. apakah ybs sebaiknya mengajukan keluhan/pengaduan via wa pdam?",pengurus kampung,urus kampung,Lainnya,Harga,0.5238535001775262
3487,"Min admin saya tlfn call canter sibuk"" trus pdam bagaimaana, siurabaya panas air 2 hari ngak nyala (daerah tambak mayor barat a1), telat bayat denda gk aturan tpi komplain lama respon","lalu pdam bagaimaana , surabaya panas air ngga hidup daerah tambak mayor barat , terlambat bayat denda ga aturan","lalu pdam bagaimaana , surabaya panas air ngga hidup daerah tambak mayor barat , lambat bayat denda ga atur",Air Tidak Mengalir,Lainnya,0.38917787252859115
3487,"Min admin saya tlfn call canter sibuk"" trus pdam bagaimaana, siurabaya panas air 2 hari ngak nyala (daerah tambak mayor barat a1), telat bayat denda gk aturan tpi komplain lama respon",tapi komplain lama respon,tapi komplain lama respon,Pelayanan,Lainnya,0.6154251958497001
3511,"@a.paramita_s Selamat pagi bu Paramita, apakah pagi ini airnya tidak keluar? Silakan menghubungi call center pdam utk pengaduan dan bantuan air tangki gratis selama gangguan air. Karena di wilayah tsb sedang ada proyek box culvert 🙏 -w",". paramita selamat pagi bu paramita , pagi air tidak keluar ? silakan menghubungi call center pdam pengaduan bantuan air tangki gratis gangguan air .",". paramita selamat pagi bu paramita , pagi air tidak keluar ? sila hubung call center pdam adu bantu air tangki gratis ganggu air .",Air Tidak Mengalir,Pelayanan,0.42308272202229724
3532,"Mohon info pengerjaan nya apa masih lama? Karena daerah bhaskara  air nya sampai sekarang mati, tidak keluar sama sekali",mohon informasi pengerjaan nya lama ?,mohon informasi kerja nya lama ?,Lainnya,Air Tidak Mengalir,0.40534009446293406
3536,"Bismillah betulan besok di kerjakan karena sudah mati 3 hari,, bisa menghubungi di no hp 081130700551 semoga tidak janji lagi😔","karena sudah mati , menghubungi ponsel genggam moga tidak janji","karena sudah mati , hubung ponsel genggam moga tidak janji",Air Tidak Mengalir,Lainnya,0.4847872026765083
3552,"Tolong @pdamsuryasembada dicarikan solusi nya. Jangan seperti diulang² terus. Saya tahu gak ada yg mau pipa bocor apalagi pihak pdam sendiri. Tapi alangkah baiknya cari solusi nya supaya gk sering bocor, atau kalo pun bocor bisa diperbaiki dgn waktu cepat tanpa menghambat aktifitas warga yg membutuhkan air. Karena air pdam ini warga bayar bukan bantuan gratis. Apalagi tagihan air jg tidak murah.  Kalo sudah tahu sering bocor pipanya,harusnya cari solusi pemerintah. Saya harus tag siapa supaya ada yg peduli pemerintahnya. Ini masalah bukan masalah kecil yg di ulang² terus, kalopun masalah kecil jg gk bagus kalo diulang² tanpa ada perubahan dan perbaikan.","karena air pdam warga bayar bukan bantuan gratis . tagihan air tidak murah . sudah bocor pipa , harus cari solusi pemerintah . harus tag ada peduli pemerintah . bukan kecil ulang , kalopun kecil ga bagus diulang ada perubahan perbaikan .","karena air pdam warga bayar bukan bantu gratis . tagih air tidak murah . sudah bocor pipa , harus cari solusi perintah . harus tag ada peduli perintah . bukan kecil ulang , kalo kecil ga bagus ulang ada ubah baik .",Harga,Lainnya,0.2671815872772123
3558,"Ya Allah min, minta tolong banget min di usahain lebih cepat dari perkiraan waktu aku ga menuntut min tapi ya apa ya min aku kemarin di PBI itu air udah ku abiskan sengaja tidak aku isi supaya apa supaya pas aku balik dari perak ke pbi air itu bening soalnya kemarin abis perbaikan juga dan nyala tapi airnya butek super butek nah tujuan ku habisin tandon supaya Minggu pas aku balik PBI aku nyalain air airnya bening lah kok Minggu malah ada perbaikan lagi toh min min, Iyo lek perbaikan nyala-air bersih/jernih Iki ga, perbaikan-nyala-butek-cuilik maneh debit air e innalilahi ya Allah min min, minta tolong banget usahain selesai sbeleum perkiraan waktuu",karena habis perbaikan hidup,karena habis baik hidup,Air Tidak Mengalir,Kebocoran,0.4394999489281214
3558,"Ya Allah min, minta tolong banget min di usahain lebih cepat dari perkiraan waktu aku ga menuntut min tapi ya apa ya min aku kemarin di PBI itu air udah ku abiskan sengaja tidak aku isi supaya apa supaya pas aku balik dari perak ke pbi air itu bening soalnya kemarin abis perbaikan juga dan nyala tapi airnya butek super butek nah tujuan ku habisin tandon supaya Minggu pas aku balik PBI aku nyalain air airnya bening lah kok Minggu malah ada perbaikan lagi toh min min, Iyo lek perbaikan nyala-air bersih/jernih Iki ga, perbaikan-nyala-butek-cuilik maneh debit air e innalilahi ya Allah min min, minta tolong banget usahain selesai sbeleum perkiraan waktuu","tapi air keruh super keruh tujuan ku habis tandon pas berkali kali pbi nyala air air bening ada perbaikan admin admin , perbaikan hidup air bersih jernih ga , perbaikan hidup keruh kecil debit air innalilahi allah admin admin , usaha selesai sbeleum perkiraan","tapi air keruh super keruh tuju ku habis tandon pas kali kali pbi nyala air air bening ada baik admin admin , baik hidup air bersih jernih ga , baik hidup keruh kecil debit air innalilahi allah admin admin , usaha selesai sbeleum kira",Air Kotor/Bau,Lainnya,0.32131047428009585
3568,@np.ajeng utk air yg keruh tsb krn masih proses normalisasi aliran. Krn saat gangguan air pipa kosong dan saat air mengalir lagi endapan dalam pipa ikut mengalir. Silakan mengirim data via pesan atau menghubungi call center utk aduan air keruhnya. Terima kasih 🙏 -w,karena proses normalisasi aliran .,karena proses normalisasi alir .,Air Tidak Mengalir,Lainnya,0.7616069514468224
3603,Mohon maaf atas ketidaknyamanan pelanggan. Saat ini petugas sedang memperbaiki pipa yg bocor di Jl Pakal. Utk bantuan air tangki gratis selama air belum keluar pelanggan dpt menghubungi call center pdam atau WA center atau melalui aplikasi CIS di fitur pengaduan. 1 tangki utk 5 KK. Silakan dikoordinasikan dgn warga. Terima kasih dan sekali lagi kami mohon maaf atas gangguan air yg terjadi di wilayah Bp/ibu 🙏 -w,mohon maaf ketidaknyamanan pelanggan . petugas,mohon maaf ketidaknyamanan langgan . tugas,Pelayanan,Lainnya,0.4215231936581983
3609,"pak aq punya anak 2 kcil"" saiki lagi pup gak ono air pak beli galon gak ada krn di ge tandon orangnya sdri pak ya Allah pak"" trus kon nyeboki ge opo pak 😢 shalat z btuh wudhu pak trus ra tau ados awak pliket kabeh mok kon tayamun",lalu ra mandi lengket mok kon tayamum,lalu ra mandi lengket mok kon tayamum,Air Kotor/Bau,Lainnya,0.4011681019221277
3614,"Gak isok berkata"" aq wissan reg mbuh aturren trus awurren 😭🔥",lalu awur,lalu awur,Air Kotor/Bau,Meteran (Macet/Bermasalah),1.0
3616,Ya Allah Di rmh saya blom sampek keluar air nya sdh mau mati lg ... tagihan air makin mahal tp tak bisa pernah lancar dpt air nya,allah rumah belum sampai keluar air nya sudah mati . tagihan air mahal,allah rumah belum sampai keluar air nya sudah mati . tagih air mahal,Air Tidak Mengalir,Air Kotor/Bau,0.35695269343673586
3616,Ya Allah Di rmh saya blom sampek keluar air nya sdh mau mati lg ... tagihan air makin mahal tp tak bisa pernah lancar dpt air nya,tapi tidak lancar air nya,tapi tidak lancar air nya,Air Tidak Mengalir,Air Kotor/Bau,0.474187870654979
3632,"@cokkrrooooo mohon maaf atas ketidaknyamanannya pak Cokro, siang ini petugas sedang memperbaiki pipa di Jl Pakal","mohon maaf ketidaknyamanan cokro , siang petugas","mohon maaf ketidaknyamanan cokro , siang tugas",Pelayanan,Lainnya,0.8013612924683494
3632,"@cokkrrooooo mohon maaf atas ketidaknyamanannya pak Cokro, siang ini petugas sedang memperbaiki pipa di Jl Pakal",sedang memperbaiki pipa jalan pakal,sedang baik pipa jalan pakal,Kebocoran,Pelayanan,0.46393393090466484
3656,"@pdamsuryasembada pada saat mati, kran saya on. Akhirnya saya tau udah ngalir , saat pertama airnya keruh. Tapi sekarang sudah normal, terimakasih PDAM","tapi sekarang sudah normal , terima kasih pdam","tapi sekarang sudah normal , terima kasih pdam",Pelayanan,Lainnya,0.6930157035636358
3684,@danangadi545 Daerah Karah sedang ada proyek pemasangan box culvert di Jl Karah depan SWK. Mohon maaf atas gangguan air selama proses pemasangan box culvert krn jalur pemasangan box culvert ada di jalur pipa PDAM. -w,daerah karah,daerah karah,Air Tidak Mengalir,Lainnya,0.6037927000320208
3728,"@budiwiratmo selamat pagi pak Budi, utk area Gayungsari saat ini gangguan airnya krn dampak pemasangan box culvert di Wisma Pagesangan. Selama gangguan air, pdam berupaya memperbaiki pipa2 yg terdampak tsb dgn secepatnya. Apabila membutuhkan bantuan air tangki gratis selama air belum keluar dpt menghubungi call center bebas pulsa di 08001926666/ WA center di 08123316666 🙏 -w","selamat pagi budi , area gayungsari gangguan air","selamat pagi budi , area gayungsari ganggu air",Air Tidak Mengalir,Pelayanan,0.4118288563429583
3742,"Kebraon air matiiii pakkkkk 
Bbrp hari mengalir kecillll,,tdk semua punya tandon pak .. Mana skrg makin mahal aja pak tagihan nya tp PELAYANAN MIRISSSSSSSSSSSSSSSSS",tapi pelayanan miris,tapi layan miris,Pelayanan,Lainnya,0.8219834537252463
3743,"TOLONG DONG, TELAT AJA KENA DENDA, TP KALIAN TELAT INFO AJA ENGGA ADA TANGGUNG JAWABNYA,INI GIMANA KEBRAON 3 HARIAN AIR SUSAH, NAIK AJA TERUS BIAYANYA ,TOLONG DONG DI NOTICE INI YG PADA KOMEN² JANGAN DIEM AJA!!",", terlambat kena denda ,",", lambat kena denda ,",Harga,Pelayanan,0.6114154177348675
3743,"TOLONG DONG, TELAT AJA KENA DENDA, TP KALIAN TELAT INFO AJA ENGGA ADA TANGGUNG JAWABNYA,INI GIMANA KEBRAON 3 HARIAN AIR SUSAH, NAIK AJA TERUS BIAYANYA ,TOLONG DONG DI NOTICE INI YG PADA KOMEN² JANGAN DIEM AJA!!","tapi terlambat informasi engga ada tanggung jawab , kebraon harian air susah , naik biaya , perhatikan komen diam !","tapi lambat informasi engga ada tanggung jawab , kebraon hari air susah , naik biaya , perhati komen diam !",Air Tidak Mengalir,Lainnya,0.3280752575211746
3747,"Ini kalau tagihan air tetap tinggi padahal air sering mati, aneh sih ya...","padahal air mati , aneh sih .","padahal air mati , aneh sih .",Air Tidak Mengalir,Lainnya,0.4172295574082189
3776,"@pdamsuryasembada selamat pagi, ini udah nyala tp plis bgt bgt jgn mati lagi","selamat pagi , sudah hidup","selamat pagi , sudah hidup",Air Tidak Mengalir,Lainnya,0.5889550560246789
3776,"@pdamsuryasembada selamat pagi, ini udah nyala tp plis bgt bgt jgn mati lagi",tapi banget banget mati,tapi banget banget mati,Air Tidak Mengalir,Lainnya,0.6993795912465056
3862,"@primadia_amanda selamat malam ibu Prima, mohon maaf atas gangguan air di wilayah Karah krn saat ini pipa kami putus terdampak alat berat pemasangan box culvert di Jl Karah depan SWK. Saat ini sedang dalam penanganan petugas 🙏 -w","selamat malam ibu prima , mohon maaf gangguan air wilayah karah","selamat malam ibu prima , mohon maaf ganggu air wilayah karah",Air Tidak Mengalir,Pemasangan,0.4306236305006335
3863,"@novandiaznicko Selamat malam bp Novan, hal tsb dampak pipa pdam putus di Jl Karah krn terkena alat berat pemasangan box culvert. Saat ini sedang dalam penanganan petugas. Mohon maaf atas ketidaknyamanannya 🙏 -w","selamat malam bp novan , tsb dampak pipa pdam putus jalan karah","selamat malam bp novan , tsb dampak pipa pdam putus jalan karah",Kebocoran,Pelayanan,0.3192160378356591
3868,"sudah sebulan, tiap pagi jam 5 sd. 1 siang, air tidak sampai dapur, trus aktifitas dapur kapan?kualitas air hanya bisa dipakai mandi dan cuci piring. - jambangan baru selatan dan sekitarnya",lalu aktivitas dapur kapan ? kualitas air pakai mandi cuci piring . jambangan selatan,lalu aktivitas dapur kapan ? kualitas air pakai mandi cuci piring . jambang selatan,Air Kotor/Bau,Lainnya,0.36533329460811526
3878,"@isnievanya Selamat pagi bu Isni, utk wilayah Rejosari gangguan air disebabkan sedang ada proyek box culvert di Jl Rejoso. Utk bantuan ari tangki selama air belum keluar silakan telp ke call center di 08001926666 (bebas pulsa) atau WA ke 08123316666. Terima kasih -w","selamat pagi bu isni , wilayah rejosari gangguan air disebabkan","selamat pagi bu isni , wilayah rejosari ganggu air sebab",Air Tidak Mengalir,Pelayanan,0.37841468538279854
3896,"Koreksi Min, 5 Oktober itu bukan Senin, tp hari Ahad/Minggu 👏","koreksi admin , oktober bukan ,","koreksi admin , oktober bukan ,",Lainnya,Air Tidak Mengalir,0.3630805118656607
3928,"@rii.roo Selamat siang ibu Rii Roo, utk perbaikan pipa ini tadi pagi sudah selesai pukul 09.30 WIB. Siang ini bocor lagi di Wisma Pagesangan krn sedang ada proyek pemasangan box culvert di wilayah tsb. Saat ini sedang diperbaiki petugas. -w",". roo selamat siang ibu roo , perbaikan pipa pagi sudah selesai . . siang bocor wisma pagesangan",". roo selamat siang ibu roo , baik pipa pagi sudah selesai . . siang bocor wisma pagesangan",Kebocoran,Lainnya,0.3115448240411559
3928,"@rii.roo Selamat siang ibu Rii Roo, utk perbaikan pipa ini tadi pagi sudah selesai pukul 09.30 WIB. Siang ini bocor lagi di Wisma Pagesangan krn sedang ada proyek pemasangan box culvert di wilayah tsb. Saat ini sedang diperbaiki petugas. -w",karena,karena,Pemakaian,Air Tidak Mengalir,0.36228165673664237
3928,"@rii.roo Selamat siang ibu Rii Roo, utk perbaikan pipa ini tadi pagi sudah selesai pukul 09.30 WIB. Siang ini bocor lagi di Wisma Pagesangan krn sedang ada proyek pemasangan box culvert di wilayah tsb. Saat ini sedang diperbaiki petugas. -w",sedang ada proyek pemasangan kotak culvert wilayah tsb .,sedang ada proyek pasang kotak culvert wilayah tsb .,Air Tidak Mengalir,Pemasangan,0.43473793538912303
3931,@rii.roo bu ini kayaknya krn protek goronh2nya pak @ericahyadi_  yg mbuh pekerjanya area menanggal muesti ga beres. Krn tak iteni setiap ada proyek galiane eri mesti bocor kayak mereka ga paham di situbada karingan pipa apa aja dgn jarak brp2nya 😪,karena tidak perhati ada proyek gali mesti bocor kayak ga paham situbada karingan pipa jarak brpnya,karena tidak perhati ada proyek gali mesti bocor kayak ga paham situbada karingan pipa jarak brpnya,Kebocoran,Lainnya,0.26842502149915254
3969,"Tolong ga keluar sampe sekarang, tolong donk bagian Humas/PR jikalau ada perbaikan sosialisasinya ga hanya di sosial media krn ga smua follow insta PDAM, kalau bs sosialisasinya di tmpt terdampak dan jg ksi solusi dan ga smua pny water tank. Sy komen krn sy feel sorry sm tetangga yg harus jalan ke tmpt Sy angkut air pdhl org tua. Makasi mohon bekerja lebih bijak.",karena maaf tetangga harus jalan angkut air,karena maaf tetangga harus jalan angkut air,Pemakaian,Lainnya,0.3104843977982667
3969,"Tolong ga keluar sampe sekarang, tolong donk bagian Humas/PR jikalau ada perbaikan sosialisasinya ga hanya di sosial media krn ga smua follow insta PDAM, kalau bs sosialisasinya di tmpt terdampak dan jg ksi solusi dan ga smua pny water tank. Sy komen krn sy feel sorry sm tetangga yg harus jalan ke tmpt Sy angkut air pdhl org tua. Makasi mohon bekerja lebih bijak.",padahal tua . mohon lebih bijak .,padahal tua . mohon lebih bijak .,Harga,Lainnya,0.28976487849433075
3974,Perbaikan di menanggal depan toko plastik itu apakah sdh ada tukang perbaikannya ya? Kok airnya mancur dari pipa tp gada yg benerin? Nunggu smpe jam brp ini yg daerah menanggal,perbaikan menanggal toko plastik sudah ada tukang ? air mancur pipa,baik tanggal toko plastik sudah ada tukang ? air mancur pipa,Air Tidak Mengalir,Lainnya,0.2885718930854756
4046,"@shafaardini krn di wilayah tsb sedang ada proyek pemasangan box culvert bu, pdam harus menggeser pipa krn jalur pemasangan box culvert tsb berada pada jalur pipa PDAM. Mohon maaf atas ketidaknyamanannya 🙏 -w",karena wilayah tsb,karena wilayah tsb,Pemakaian,Lainnya,0.36518876377982035
4046,"@shafaardini krn di wilayah tsb sedang ada proyek pemasangan box culvert bu, pdam harus menggeser pipa krn jalur pemasangan box culvert tsb berada pada jalur pipa PDAM. Mohon maaf atas ketidaknyamanannya 🙏 -w",karena jalur pemasangan kotak culvert tsb jalur pipa pdam . mohon maaf ketidaknyamanan,karena jalur pasang kotak culvert tsb jalur pipa pdam . mohon maaf ketidaknyamanan,Lainnya,Pemasangan,0.559679423925988
4053,@natalinashelvy saat ini Jelidro sedang ada proyek pemasangan box culvert. Apabila membutuhkan bantuan air tangki selama air tidak keluar dpt menghubungi call center/ wa center pdam 🙏 -w,sedang ada proyek pemasangan kotak culvert . membutuhkan bantuan air tangki air tidak keluar menghubungi call center whatsapp center pdam,sedang ada proyek pasang kotak culvert . butuh bantu air tangki air tidak keluar hubung call center whatsapp center pdam,Pelayanan,Pemasangan,0.41628728476839594
4113,"halo min, saya dapat info katanya akan ada kenaikan tarif bulan ini. apakah benar dan urgensinya apa ya naik tarif di saat ekonomi seperti ini? @pdamsuryasembada","halo admin , informasi katanya","halo admin , informasi kata",Pelayanan,Lainnya,0.5384277078373113
4113,"halo min, saya dapat info katanya akan ada kenaikan tarif bulan ini. apakah benar dan urgensinya apa ya naik tarif di saat ekonomi seperti ini? @pdamsuryasembada",akan ada kenaikan tarif . benar urgensi naik tarif ekonomi ?,akan ada naik tarif . benar urgensi naik tarif ekonomi ?,Harga,Pemakaian,0.6437170860582846
4119,@pdamsuryasembada sudah siang gini. Tak kunjung keluar air ya. Gmn nihhhhh. Tagihan naek trus. Pelayanan malah turun hadehh,lalu . pelayanan turun,lalu . layan turun,Pelayanan,Lainnya,0.5076609043841271
4121,"Min omaku daerah hr muhammad. Lek mari onok kebocoran trus wes mari diperbaiki ngunu banyune mili terus isuk awan bengi mantap lah.... tp marungunu ga suwe, isuk jam 7 wes ga nyala kran dapur, ngenteni awan jam 1 baru isok mili nak dapur lek ga disanyo ga bakal iso mili. Ngunuku tanda onok kebocoran ta minnnnn",lalu sudah mari perbaiki ngunu air admin pagi awan malam mantap .,lalu sudah mari baik ngunu air admin pagi awan malam mantap .,Air Tidak Mengalir,Lainnya,0.47260590840142336
