comment_text;final_data;predicted_aspect;similarity_score
@pdamsuryasembada kenapa tidak sekalian seluruh wilayah surabaya? rumah saya sudah berkali2 complain volume kubik yang tidak wajar dan solusinya sudah 3x disuruh ganti kran / valve dan berbayar pula. meteran air bermasalah itu tanggung jawab pdam atau pel;tidak wilayah surabaya rumah kali complain volume kubik tidak wajar solusi x suruh ganti keran katup bayar meter air masalah tanggung jawab pdam pel;Meteran (Macet/Bermasalah);0.09231293097301445
Dulu tarif saya ini golongan 1.3 pas ada perubahan tarif kenapa tiba-tiba di ubah menjadi 2.1 padahal rumah saya juga ada tulisan KELUARGA MISKIN yang dari pemerintah lantai juga dari tanah dan juga rumah saya tidak tingkat atau berlantai 2 juga tidak dibuat kos atau kontrakan padahal tetangga saya semuanya tarif golongannya 1.3 emang ada yg 2.1 itupun dibuat kos atau kontrak sedangkan saya kan tidak kalau lapor ke PDAM ujung-ujungnya nanti petugas kemari di cek disuruh ganti meteran yang bayarnya juga gak murah tolong dong di cek petugas keliling meteran itu kenapa sih harus di ubah kan saya bayar nya juga jadi mahal paling sedikit saya kena itu 100 RB yang tetangga saya kena padahal rata2 cuma 20 ribu atau 25 ribu apalagi ini untuk daerah tambak asri yang notaben kebanyakan tarifnya golongan 1.3;tarif golong pas ubah tarif ubah rumah tulis keluarga miskin perintah lantai tanah rumah tidak lantai tidak buat kos kontra tetangga tarif golong itu pun buat kos kontrak kan tidak lapor pdam ujung ujung tugas kemari cek suruh ganti meter bayar tidak murah cek tugas keliling meter sih ubah kan bayar nya mahal paling kena tetangga kena daerah tambak asri notaben banyak tarif golong;Harga;0.1946350840391073
Saya sudah bayar untuk penggantian meteran air yg hilang,tapi tidak dipasang2 alasannya karena stop kran nya kosong..dan ditanyai kira2 sampe kapan tapi tdk tau..disuruh beli sendiri..sudah bayar denda meteran hilang mahal ini disuruh beli stop kran sendiri.gmn ya pelayanannya ini:smirking_face: @pdamsuryasembada;bayar ganti meter air hilangtapi tidak pasang alas stop keran nya kosongdan kira tidak taudisuruh beli sendirisudah bayar denda meter hilang mahal suruh beli stop keran sendirigmn layan;Harga;0.18415738538479934
setelah daftar, harus nunggu berapa lama ya kak untuk pemasangannya dan siap di gunakan?;daftar nunggu kak pasang guna;Pemasangan;0.17107926306536994
Kalo di depan rumah Masi belum ada pipa gmn min;rumah pipa admin;Air Kotor/Bau;0.0
Kenapa laporan by WhatsApp PDAM  GK ada jawaban ya kak, padahal saya sudah daftar mau tanya soal kekurangan persyaratan pasang baru;lapor by whatsapp pdam ga kak daftar kurang syarat pasang;Pemasangan;0.12213899716289076
Min kalau listrik 5000 watt biayanya yh 1,7 jt ya?;admin listrik watt biaya yh jt;Harga;0.0989280176022297
Brpa lama pemasangan jika sdah melakukan pembayaran;pasang laku bayar;Pemasangan;0.24874885076813077
Maaf min untuk PSB 900watt ini biayanya 600rb ?? Bukan 300rb ya??;maaf admin psb watt biaya bukan;Harga;0.11062963618562556
Min kalau ngontrak rumah belum dipasang pdam caranya gimana?karena rumah yang dikontrak warisan;admin kontrak rumah pasang pdam cara gimana karena rumah kontrak waris;Pemasangan;0.10269282751363056
Daerah mojo ditindaklanjuti gak ada air mengalir daripada saya datangi kantornya;daerah mojo ditindaklanjuti tidak air alir datang kantor;Air Tidak Mengalir;0.0990016091517705
minnn air dirumah saya kenapa kok gk nyalah ya takut ada kebocoran min;admin air rumah ga takut bocor admin;Kebocoran;0.17464537868965416
Untuk daya listrik 900watt, itu harganya jadi 300rb atau diskonnya yang 300rb ? Mohon penjelasannya;daya listrik watt harga diskon mohon jelas;Harga;0.12300353013384618
Saya dari agustus 2024 sampai sekarang blm ada tanggapan pasang baru padahal :loudly_crying_face: wes ganti tahun min :loudly_crying_face:;agustus tanggap pasang ganti admin;Pemasangan;0.190683217361495
"Saya belum di survey"" Minn sdh pengajuan lama";survey minn aju;Pelayanan;0.29682384691989455
Maaf min klw pindah meteran kena biaya brpa ea soalnya meteran airku ada didepan rumahnya orang.. Klw dipindah kerumah ku jaraknya 10 meter;maaf admin pindah meter kena biaya meter air depan rumah pindah ke rumah ku jarak meter;Meteran (Macet/Bermasalah);0.33268563381401395
Maaf min mau tanya apa benar PSB untuk daya listrik 1300 watt biayanya 600 ribu;maaf admin benar psb daya listrik watt biaya;Harga;0.08856843640354763
Kalau nama pemilik tanah dan pemasang PDAM beda nama apakah bisa;nama milik tanah pasang pdam beda nama;Pemasangan;0.11167980750432206
Knp pembayaran pdam melalui gojek dan grab kok gak bisa terus;bayar pdam gojek grab tidak;Harga;0.07876702341975651
Min dari daftar sampai proses pemasangan,nunggu nya berapa lama?;admin daftar proses pemasangannunggu nya;Air Kotor/Bau;0.0
Tambakwedi Baru gak keluar air sama sekali dari tadi pagi;tambakwedi tidak keluar air pagi;Air Tidak Mengalir;0.10816347734207388
Daerah simo gunung kok dari kemaren air mengecil sampai tidak keluar ada apaa yaaa;daerah simo gunung air kecil tidak keluar;Air Tidak Mengalir;0.20052292389533413
Simolangit gak ada air nya piye PDAM iki;simolangit tidak air nya pdam;Air Kotor/Bau;0.0
Halo selamat siang kak admin pdam, mengenai pengaduan yg saya sampaikan 25 april 2025 melalui DM. Sampai hari ini belum diberikan tindak lanjut nihh. Tolong dong diberikan tindak lanjutnya. Dari 25 april 2025 sampai komen ini ditulis 13 mei 2025. Belum ada tindak lanjut lho. Mohon dong.;halo selamat siang kak admin pdam adu april pesan beri tindak nihh beri tindak lanjut april komen tulis mei tindak loh mohon;Pelayanan;0.13133802277485734
Halo min pdam saya warga babatan pratama sudah bayar pergantian keran air yang bocor tapi petugasnya sampai sekarang belum datang tolong dibantu ditindaklanjuti;halo admin pdam warga babatan pratama bayar ganti keran air bocor tugas bantu ditindaklanjuti;Kebocoran;0.11250676170930289
Air PDAM SBY pusat punyakku keruh  kyk air sumur.. Bayarnya larang tp airnya keruh bauk;air pdam surabaya pusat punya keruh air sumur bayar mahal air keruh bau;Air Kotor/Bau;0.23194327658861083
Min ini kenapa di kalijudan 9 air nya nyala kecil sekali?:folded_hands_medium-light_skin_tone:;admin kalijudan air nya kecil;Air Tidak Mengalir;0.1322551243554518
Air pdam kebonsari jambangan keruh;air pdam kebonsari jambang keruh;Air Kotor/Bau;0.10291780881840012
Air PDAM di Perumahan Gunungsari Indah bisa mengalir nirmal jam berapa. Mohon segera direspon. Terima kasih;air pdam rumah gunungsari indah alir normal jam mohon direspon terima kasih;Air Tidak Mengalir;0.07700011933228863
Srby utara udah 2hari gak nyala:crying_face: airnya;surabaya utara tidak air;Air Kotor/Bau;0.0
Lah komen saya kok di hapus... Tolong di cek PDAM di daerah simolangit gak ada air ada 2 hari. Malah di hapus komentar saya. Laporan wa gak dihiraukan;komen hapus cek pdam daerah simolangit tidak air hapus komentar lapor whatsapp tidak hirau;Pelayanan;0.05388857962250662
Kualitas airnya perlu dicek dan dikontrol...jangan cuman datang cek meteran saja....dan jangan cari untung saja gede perhatikan kemampuan konsumennya,....;kualitas air perlu cek dikontroljangan cuman cek meter sajadan cari untung gede perhati mampu konsumen;Air Kotor/Bau;0.07294756249445788
Kenapa tlpn bebas pulsa suara kita tdk bs terdengar operator pdam..hola halo hola halo aja;telepon bebas pulsa suara tidak dengar operator pdam hola halo hola halo;Air Kotor/Bau;0.0
Kalau airnya gak nyala sama sekali apa harus mbayar, krna pelaporan berkali2 tidak ada teknisi yg datang kerumah bagimana ini @pdamsuryasembada_;air tidak bayar krna lapor kali tidak teknisi ke rumah bagimana;Harga;0.04867061123196552
Halo admin pdam Surabaya, saya kirim keluhan di 25 april 2025. Sampai hari ini belum ada tindak lanjutnya. Mohon di cek DM nya dong kak min.;halo admin pdam surabaya kirim keluh april tindak lanjut mohon cek pesan nya kak admin;Pelayanan;0.05327317545659827
Min, sy pengaduan ganti meteran hingga 14 hari kerja kok blm ada tanggapan;admin adu ganti meter hingga kerja tanggap;Pelayanan;0.19656303647904302
Siwalankerto kok mati ya airnya?;siwalankerto mati air;Air Tidak Mengalir;0.08790813436039935
Daerah panjangjiwo kok mati ya kak?;daerah panjangjiwo mati kak;Air Tidak Mengalir;0.065004099697569
Ini daerah kenjeran juga siang gak keluar min , malem baru keluar udah hampir seminggu;daerah kenjeran siang tidak keluar admin malam keluar hampir minggu;Air Tidak Mengalir;0.13430048320520785
pak mau tanya no pelanggan 1032499 an Ny. Mustiani Wikanti Pulo Wonokromo Wetan 4 knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. knp seenaknya merubah, ini memberatkan loh, alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, alasan apa itu, saya harap kembalikan ke gol tarif 2.1 terima kasih;langgan an nya mustiani wikanti pulo wonokromo wetan golong tarifny ubah ubah a ubah diberitahu tua enak rubah berat loh alas rubah tugas keliling meter bilang rumah buat kost alas harap kembali golong tarif terima kasih;Harga;0.03660854241561957
Meteran air di rumah sya kol g ada ya yg buat liat hbs brp meternya itu;meter air rumah ga lihat habis meter;Meteran (Macet/Bermasalah);0.12975073715071672
Halo min dm saya sudah ditanggapi tapi ga ada action sama sekali dari pihak pdam , udah dr hari sabtu smpe skrng...;halo admin pesan tanggap ga action pdam smpe;Pelayanan;0.09335988648150406
Min tolong dikurangi dong kapuritnya di daerah Rungkut tengah airnya bau kaporit mau buat masak malah harus beli isi ulang tolong ya min untuk ditindak lanjuti :folded_hands:;admin rang kaporit daerah rungkut air bau kaporit masak beli isi ulang admin tindak lanjut;Air Kotor/Bau;0.30783754419487774
Tolong d cek area Jemurwonosari pak air kotor .pagi siang malam mati .jam 5 pagi sudah tidak keluar .siang juga kelaur dikit itupun jam10 an .malam jam7 baru keluar itu juga dikit;cek area jemurwonosari air kotor pagi siang malam mati jam pagi tidak keluar siang keluar dikit itu pun jam an malam jam keluar dikit;Air Tidak Mengalir;0.12126195479006124
Tekanan air di daerah dukuh pakis masih kecil min;tekan air daerah dukuh pakis kecil admin;Air Tidak Mengalir;0.094409650798091
Halo kak min, dm saya belum ditanggapi nih. Mohon ditanggapi;halo kak admin pesan tanggap mohon tanggap;Pelayanan;0.18642261359759438
Alhamdulillah... mantab... Di pengumuman estimasi pekerjaan 6 jam, dapat selesai dalam waktu 2 jam... Mantap semangat all team tukang ledeng Suroboyo Perumda Air Minum Surya Sembada Surabaya :red_heart: :fire::fire:;alhamdulillah mantap umum estimasi kerja jam selesai dalam jam mantap semangat all team tukang pam surabaya perumda air minum surya sembada surabaya;Air Kotor/Bau;0.0
Perencanaan yg efektif dan kolaboratif adalah kunci sukses. Good Job Gaess! Semoga dapat memberikan pelayanan yang terbaik unt pelanggan kita yg tercinta :red_heart::red_heart::red_heart:;rencana efektif kolaboratif kunci sukses good job teman teman moga layan baik langgan cinta;Pelayanan;0.04182598470066288
Halo kak admin, dm saya mohon diberikan tanggapan. Terimakasih;halo kak admin pesan mohon beri tanggap terimakasih;Pelayanan;0.09467891927647015
Harusnya daerah Kenjeran Babatan Pantai jgn ikutan kena dampaknya dong sampai dimatikan seharian airnya;daerah kenjeran babatan pantai kena dampak mati hari air;Air Tidak Mengalir;0.040303971049594635
Kok di gubeng masih ngga nyala ya dri tadi malam;gubeng tidak malam;Air Kotor/Bau;0.0
PDAM tolong baca DM saya;pdam baca pesan;Air Kotor/Bau;0.0
Halo kak adminnn. Dm saya tolong di berikan tanggapan ya:folded_hands_light_skin_tone:;halo kak admin pesan ikan tanggap;Pelayanan;0.10632358979861638
Astaga beberapa hari ini saya mengangsu air lho gara2 air ngga bisa naik,sementara air di luar keluar. SAMPAI KAPAN?!. Apa daerah Residen sudirman ikut ngagel y? :face_with_raised_eyebrow::hot_face::face_with_steam_from_nose::crying_face:;astaga angsu air loh gara air tidak naiksementara air keluar daerah residen sudirman ngagel;Air Tidak Mengalir;0.05028388053267787
Min @pdamsuryasembada babatan labansari mulyorejo air ga mengalir min, gimana ini ?;admin babatan labansari mulyorejo air ga alir admin;Air Tidak Mengalir;0.08959069062616158
untuk area sidotopo apakah ada gangguan kok hampir tiap hari air tidak lancar kadang ngalir kadang mati seharian?;area sidotopo ganggu hampir air tidak lancar kadang alir kadang mati hari;Air Tidak Mengalir;0.10019908061677743
Min knp sekarang bayar pdam di gojek dan grab kok gak bisa;admin bayar pdam gojek grab tidak;Harga;0.076406636129219
udah di dm slow respon di telfon malah di alihkan;pesan slow respon telepon alih;Pelayanan;0.24415938179996363
kenapa sulit di hubungin ya pdam ini, padahal air dirumah lagi mati dari sore wk;sulit hubungin pdam air rumah mati sore;Air Tidak Mengalir;0.05199497517007976
Tolong PDAM baca DM saya, sudah berhari2 sulit di hubungi call center nya sibuk trs;pdam baca pesan hari sulit hubung call center nya sibuk;Pelayanan;0.09656809106433212
Min, WAnya slow respon banget ya @pdamsuryasembada;admin wanya slow respon;Pelayanan;0.27928096638991007
Kak mohon banget punya saya segera di pasang soalnya buat usaha kak saya sudah melakukan pembayaran di indomaret kak bingung mau nanyak ke siapa kalo mau liat progres pemasangannya;kak mohon pasang usaha kak laku bayar indomaret kak bingung nanya lihat progres pasang;Pemasangan;0.17142990399583402
bulak rukem timur yaopo iki min seminggu banyu e angell;bulak rukem timur admin minggu air nya susah;Air Kotor/Bau;0.0
Halo selamat pagi, mohon bantuannya. Keluhan sudah saya sampaikan melalui DM. Mohon diberikan tindak lanjut. Terimakasih;halo selamat pagi mohon bantu keluh pesan mohon beri tindak terimakasih;Pelayanan;0.05558046032889279
Min tadi pagi alias waktu subuh hingga jam 7 kok air di rumah ku jalan zamhuri rungkut tengah air yang keluar debit nya kok dikit amat ya, apakah lagi ada gangguan ya, saya sampek bosen tiap hari tlp pihak Cs terus, mau mandi aja harus ke kantor, ya kali kantor saya dekat. Kantor saya di gresik, rumah saya di rungkut tengah :crying_face::crying_face::crying_face:;admin pagi alias subuh hingga jam air rumah ku jalan zamhuri rungkut air keluar debit nya dikit ganggu bosen telepon layan langgan mandi kantor kantor kantor gresik rumah rungkut;Air Tidak Mengalir;0.10041447660074583
Ya Gitu Min.. Info H-1 Sblm Air Mati :clapping_hands:;admin informasi h air mati;Air Tidak Mengalir;0.10292399471245323
min tempatku daerah kedung cowek air mati sejak tadi malam;admin tempat daerah kedung cowek air mati malam;Air Tidak Mengalir;0.045712288974413456
Kalijudan GG 12 dari subuh sampai malam tidak keluar aire sama sekali bosskuhh;kalijudan gang subuh malam tidak keluar air bos ku;Air Tidak Mengalir;0.06943337712234264
Mohon infonya didaerahku simo Sidomulyo  dari hari kamis pagi dan Jumat pagi ini,  air tidak keluar.;mohon info daerah simo sidomulyo kamis pagi jumat pagi air tidak keluar;Air Tidak Mengalir;0.055308980549857355
Ini aja daerah Tapak Siring airnya masih kecil dn debitnya belum bisa naik. Duuuhhh;daerah tapak siring air kecil debit duh;Air Tidak Mengalir;0.2543049257543495
Kalijudan min air macet wes 5 hari :woozy_face: bayar'e mundak banyu metu'e jam 12 bengi. isuk, awan sore MAMPET Kabeh.;kalijudan admin air macet bayare mundak air metue jam bengi isuk awan sore mampet kabeh;Air Tidak Mengalir;0.12424777620023866
Sipp min, USAHAKAN  MATI. AIRNYA  NGGAK LAMA :hand_with_index_finger_and_thumb_crossed:;sipp admin usaha mati air tidak;Air Tidak Mengalir;0.05848309678149273
":face_with_tears_of_joy::face_with_tears_of_joy:lucu nih , saya tinggal di perum manyar jaya , dari tahun lalu semenjak pengerjaan gorong"" manyar indah manyar jaya manyar rejo ... Air saya sampai sekarang dari pagi pukul 6 pagi sampai pukul 9 MALAM air mati , baru nyala pukul 21.30 malam bayangkan BERAPA BULAN SAYA MENAMPUNG AIR???? Mau protes telfon saya sdh capek :rolling_on_the_floor_laughing:. Tapi herannya kalau libur NASIONAL Air saya kok nyala lancar kayak saya dlu tinggal d sini , tetangga saya 30 tahun tinggal disini tidak menggunakan tandon tidak ada maslah!! Semenjak skg kok air jadi buruk jelek sekali tolong diperbaiki ya pdam :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts: @pdamsuryasembada @pdamsuryasembada";lucu perum manyar jaya semenjak kerja gorong manyar indah manyar jaya manyar rejo air pagi pagi malam air mati malam bayang tampung air protes telepon capek heran libur nasional air lancar kayak tetangga sini tidak guna tandon tidak mas semenjak air buruk jelek baik pdam;Air Tidak Mengalir;0.012860447211671639
@pdamsuryasembada daerah sidotopo apakah memang tidak mengalir air? sudah 3 hari hidup tanpa air soalnya!;daerah sidotopo memang tidak alir air air;Air Tidak Mengalir;0.11820574875154456
@pdamsuryasembada d daera mulyorejoo dri jaman ada galian sampai galian selesaaiii tetap aja airr sulitt....tpi pas hari raya air nya kok lancar jayaaa:fire:;daerah mulyorejoo jaman gali gali selesai airr sulit tapi pas raya air nya lancar jaya;Air Kotor/Bau;0.0
"Saya minta kepada pihak @pdamsuryasembada untuk melakukan rencana pemikiran yang matang agar aliran air di wilayah Kelurahan Airlangga teraliri dengan lancar semua dan tanpa diskriminasi karena dampak kost""an di wilayah tersebut @pdamsuryasembada";laku rencana pikir matang alir air wilayah lurah airlangga alir lancar diskriminasi dampak kostan wilayah;Air Tidak Mengalir;0.10517434278288097
@pdamsuryasembada ini daerah Kenjeran kenapa air ga keluar seharian?;daerah kenjeran air ga keluar hari;Air Tidak Mengalir;0.10051553943173178
Siang @pdamsuryasembada sy tinggal di bulak rukem timur, air di daerah sy debitnya kecil cenderung tdk keluar, sy sdh pernah lapor bebetapa kali & sdh di datangi, tp tetap saja tdk lancar, pernah sy tny kenapa, ktnya ada galian, minggu yg lalu memang ada keluar 1 hr saja selanjunya mengecil lagi & airnya sangat keruh;siang bulak rukem timur air daerah debit kecil cenderung tidak keluar lapor datang tidak lancar tny kata gali memang keluar selanjunya kecil air keruh;Air Tidak Mengalir;0.2529313317787019
Pertanyaan buat PDAM, saya mau tanyak setiap pembayaran bulanan kenapa kok ada retribusi. Padahal di kampung pakek retribusi dan saya pernah pengaduan online kalau retribusi udh ketentuan DLH. Emang harus Retribusi di kampung kenak 11rb, ini bukan masalah angka kecil tapi bayangin satu rumah kenak 11rb per kampung ad brp rumah udh dpt brp sebanyak gitu :face_with_tears_of_joy:;pdam tanyak bayar bulan retribusi kampung pakek retribusi adu online retribusi tentu dlh retribusi kampung nak bukan angka kecil bayangin rumah nak kampung rumah;Air Tidak Mengalir;0.026984594064046227
Kenapa wilayah Dukuh Kupang air nya mengalir terlalu kecil ...bahkan ada yg tdk kluar pak;wilayah dukuh kupang air nya alir kecil tidak keluar;Air Tidak Mengalir;0.274637600984806
Kenapaa daerah simolangit  air nya mengalir terlalu kecil,bahkan G keluar.. Sia2 dong bayar PDAM;kenapaa daerah simolangit air nya alir kecilbahkan ga keluar sia bayar pdam;Air Tidak Mengalir;0.13745378591067442
Pipa bocor dimana,dampaknya semua. Daerah Tapak Siring sejak kemarin debit kecil. Saya harus mengangsu dari luar. Sukanya kasi kerjaan orang saja !!!;pipa bocor dimanadampaknya daerah tapak siring debit kecil angsu suka kasi kerja;Air Tidak Mengalir;0.17429167653588326
Tolong @pdamsuryasembada rumah saya sudah 4hari ini tiap pagi mati airnya. Nyala cmn malam aja jam. Biasanya gapernah gini. Dan di daerah rumah saga cmn rumah saya aja yg begitu. Gangguan airnya. Tolong info penjelasannya dan solusinya.;rumah pagi mati air cuman malam jam tidak pernah gin daerah rumah cuman rumah ganggu air informasi jelas solusi;Air Tidak Mengalir;0.026271890548343464
Di aplikasi terlalu ribet untuk menyampaikan keluhan,napa harus upload lg ktp,dena rmh,& bla...bla..bla...,bukannya kita memasukkan nopel aja data kt sudah terbaca,lagian keluhan kok dibatasi ... Aneh,dan 1 lagi saya keberatan dgn adanya admint tt yg gak masuk akal mengalahkan tunggakan saya 3 bulan blm bayar,dan tentang admin tt kok gak ada ya di google,webnya pdam dan lainnya,lalu angka admint tt di dapat darimana sehinggal muncul nominal segitu ????;aplikasi ribet keluhannapa unggah ktpdena rumah blablablabukannya masuk nopel data terbacalagian keluh batas anehdan berat admint tt tidak masuk akal kalah tunggak bayardan admin tt tidak googlewebnya pdam lainnyalalu angka admint tt darimana sehinggal muncul nominal segitu;Air Kotor/Bau;0.0
Mohon info kalau pengaduan karena kena pinalty kemana;mohon informasi adu kena penalti;Pelayanan;0.09248745186405556
Air didaerah saya khususnya dukuh pakis kecil sekali bahkan sering tidak mengalir tlng ditinjau;air daerah dukuh pakis kecil tidak alir tinjau;Air Tidak Mengalir;0.19072248128401187
Halo daerah jl Tapak Siring debit airnya mengecil . Shg tidak bisa naik.;halo daerah jalan tapak siring debit air kecil tidak;Air Tidak Mengalir;0.24898533430129746
Pak tolong disosialisasikan sebenarnya visi dan misi PDAM itu apa,coba cek target tahun 2025 apa, kalau saya sebagai warga Surabaya punya harapan, PDAM bisa menyala 24 jam tanpa pompa air dan sampai lantai 2 untuk seluruh warga Surabaya,jangan seperti skrng, perumahan digunung anyar bisa nyala 24 tanpa pompa air, sementara disetro baru Utara 1 tetap harus pake pompa air, padahal kita tahu dari dulu kecamatan Tambaksari adalah kawasan yang memiliki kemiskinan paling tinggi, kalau mau bantu ya dulukan jangan perumahan2 yg besar2 yg malah didahulukan...kapan PDAM bisa memenuhi target itu, saya siap membantu menganalisa tanpa dibayar,tolong hubungi saya di 085105106804,terima kasih;sosialisasi visi misi pdam apacoba cek target warga surabaya harap pdam nyala jam pompa air lantai warga surabayajangan rumah gunung anyar pompa air disetro utara pakai pompa air camat tambaksari kawasan milik miskin paling bantu dulukan rumah didahulukankapan pdam penuh target menganalisa dibayartolong hubung terima kasih;Pelayanan;0.03566267897588913
call centre ngak bisa di telp?;call centre ngga telepon;Air Kotor/Bau;0.0
Kalilom Lor indah DELIMA 3hari ini (mli selasa 15 april)mli pukul 06.00-09.00 baru mengalir airnya;kalilom lor indah delima mli aprilmli alir air;Air Tidak Mengalir;0.07426445576111708
Sampai hari ini sabtu tgl 19 , air di daerah manukan mati tidak menyala.  Klu pun nyala hanya kecil banget, banyakan matinya. Kapan ini nyala normal kembali. Tolong di pantau daerah manukan belum normal;tanggal air daerah manuk mati tidak nyala klu kecil banyak mati normal pantau daerah manuk normal;Air Tidak Mengalir;0.0995137059208484
Owh pantes kok gak keluar ini tadi nyalain air....;pantas tidak keluar nyala air;Air Tidak Mengalir;0.10614149424386878
min, sambikerep mati airnya kok gk ada pemberitahuan. pagi2 pula wktunya masak,sekolah,kerja :disappointed_face:;admin sambikerep mati air ga pemberitahuan pagi wktunya masaksekolahkerja;Pelayanan;0.07156475690606746
Telat nyimak...coba tau drtd dah Menuhin air min:pensive_face:;lambat nyimak coba dari tadi deh isi air admin;Air Kotor/Bau;0.0
jadi kapan nyala air nya??? bak mandi dah kosong;air nya bak mandi deh kosong;Air Kotor/Bau;0.0
Kapan yaa seleaainya airnya loo udah gak ada samsek di rumah;selesai air loh tidak sama sekali rumah;Air Kotor/Bau;0.0
Tlfon cs ga bisa, wa cs ga ada respon... Sampai skrg air blm keluarrrrrrrrr;tlfon layan langgan ga whatsapp layan langgan ga respon air keluar;Pelayanan;0.24796878506076628
duh gk ada air:crying_face:;aduh ga air;Air Kotor/Bau;0.0
Sampe sekarang masih belum nyala juga untuk area Rungkut permai :clapping_hands:;area rungkut permai;Air Kotor/Bau;0.0
Bu dijalan Kupang gunung barat IV,ada kebocoran pipa,sudah hampir 2 Minggu nggak ada tindakan;bu jalan kupang gunung barat ivada bocor pipasudah hampir tidak tindak;Kebocoran;0.10457697496535996
Air bak mandi habis ... Kapan ya selesai ?;air bak mandi habis selesai;Air Kotor/Bau;0.0
Sampe hari ini masih mati pdam saya di gunung anyar sawah dekat sekolah pelayaran;mati pdam gunung anyar sawah sekolah layar;Air Tidak Mengalir;0.04278129247128542
Ayo kpn nyala gunung anyar;ayo gunung anyar;Air Kotor/Bau;0.0
Sampai sekarang belum nyala airnya min.. :crying_face:;air admin;Air Kotor/Bau;0.0
Apa masih belum selesai minn krn belum nyala sampe sekarang:crying_face:;selesai minn;Air Kotor/Bau;0.0
Gunung anyar belum nyala min;gunung anyar admin;Air Kotor/Bau;0.0
Aku gak mandi hari ini di gunung anyar tengah mati total;tidak mandi gunung anyar mati total;Air Tidak Mengalir;0.05478260093381121
min aku lg bangun rumah di sby utara (bukan yg kampung padat penduduk). mau masang PDAM dibilang gk bisa masuk rumahku PDAM nya. bisa masuk disuruh bayar 23JUTA. tolong bantuannya. padahal kanan kiti, bahkan kakak ku uda lama disitu ya pakek PDAM bisa.;admin bangun rumah surabaya utara bukan kampung padat duduk masang pdam bilang ga masuk rumah pdam nya masuk suruh bayar juta bantu kanan kit kakak ku uda situ pakek pdam;Harga;0.025921753573543538
Siwalankerto gak metu banyune;siwalankerto tidak keluar air;Air Tidak Mengalir;0.13206578349532172
Didepan rumah ada kebocoran pipa,sampai airnya keluar terus,sudah dilaporkan diiyain aja,,terus laporan lagi Sama orang yang biasanya ngecek meteran dari rumah ke rumah,tetap aja TDK ada tindakan udah hari ketiga setelah difoto sama orang PDAMnya sendiri tapi belum ada tindakan;depan rumah bocor pipasampai air keluar terussudah lapor diiyain ajaterus lapor ngecek meter rumah rumahtetap tidak tindak foto pdamnya tindak;Kebocoran;0.0751602446089171
Di keii nomer disuruh wa malah gak ada respon;kasih nomor suruh whatsapp tidak respon;Pelayanan;0.19878310272078514
Gak onok respone blass;tidak responnya sama sekali;Pelayanan;0.2010287209640117
Min sampai sekarang belum selesai kah? Aku daerah gununganyar airnya mati;admin selesai daerah gununganyar air mati;Air Tidak Mengalir;0.05969195543637839
ijin infonya apa perbaikan di gunung anyar apa sdh normalisasi? seandainya sdh air ny koq blm lancar jg td mlm sdh keluar itupun hanya beberapa jam saja dan pagi ini sama sekali macet kita nunggu sampai kapan air bisa normal;ijin info baik gunung anyar normalisasi anda air nya lancar malam keluar itu pun jam pagi macet nunggu air normal;Air Tidak Mengalir;0.16851505351354168
Gada aer;gaada air;Air Kotor/Bau;0.0
Pantes sejak kemarin airnya gk keluar sampek bingung arep adus karo ngiseng tibak e enek kebocoran;pantas air ga keluar bingung mandi berak nya bocor;Kebocoran;0.13516903555079604
Debit air kok mengecil di Sidosermo, cuman netes ?;debit air kecil sidosermo cuman netes;Air Tidak Mengalir;0.26048398802180994
Udh bbrp hari ini lho debit air sidosermo pdk 1A kecil.. Kurasa udh 3 bulan kebelakang ini mengecil lamax tambah kecil.. Tolong donk klo laporan langsung ditindaklanjuti..;loh debit air sidosermo pdk a kecil rasa belakang kecil lama lama kecil lapor ditindaklanjuti;Air Tidak Mengalir;0.23027458428659264
Adu Ketika lebaran air di jam 16.13 WIB itu lancar ya.  Tp skg mulai lagi. Keluarnya sedikit sekali. Debitnya mengecil. Daerah Tapak Siring.;adu lebaran air jam lancar keluar debit kecil daerah tapak siring;Air Tidak Mengalir;0.2769638133982454
@pdamsuryasembada gerak cepat juga donk, mengatasi keluhan tagihan yang melonjak tiba-tiba padahal tiap pagi air pdam pasti mati tidak keluar sama sekali mulai jam 06.00 sampai 12 siang baru nyala namun itu pun kecil debitnya dan jam 15.00 mati lagi sampa;gerak cepat atas keluh tagih lonjak pagi air pdam mati tidak keluar jam siang kecil debit jam mati sampa;Air Tidak Mengalir;0.2651592300227527
halo min di area kedurus dan sekitarnya kok airnya mati total ya? apakah ada gangguan pekerjaan?;halo admin area kedurus air mati total ganggu kerja;Air Tidak Mengalir;0.045906669903695387
Min kenapa udah 4harian kok air tidak bisa naek ke torn atas ya? Apakah lg ada perbaikan kayak kapan hari?;admin hari air tidak torrent baik kayak;Air Kotor/Bau;0.0
Min daerah mojo gak dialiri air ta? Kok gada air mengalir;admin daerah mojo tidak alir air ta gaada air alir;Air Tidak Mengalir;0.17583013520540675
