comment_text;final_data;predicted_aspect;similarity_score
Daerah setro baru gang 3 pak meter airnya 60 cm di bawah permukaan tanah setelah adanya pavingisasi jadi gelap dan susah saat pengecekan tiap bulan;daerah setro gang meter air muka tanah pavingisasi gelap susah kece;Lainnya;0.03589116740242182
Kel simolawang  air PDAM mati hidup malam ajja sudah pengaduan tapi tetep ajja gk berubah bayarnya naik 100%;lurah simolawang air pdam mati malam aja adu aja ga ubah bayar naik;Harga;0.11487875947262234
Kelurahan  Sukomanunggal kapan ya ?;lurah sukomanunggal;Lainnya;0.0
Pdam daerah kutorejo kok berbusa ya min;pdam daerah kutorejo busa admin;Lainnya;0.0
Air disidosermo apa ada perbaikan ya? Koo ditempat saya mengalir nya kecil ya . Dlu siang aja bisa deras ini kok pelan sekali muter meteran airnya. Ngisi tandon jadi lambat.;air disidosermo baik tempat alir nya kecil siang deras pelan putar meter air isi tandon lambat;Meteran (Macet/Bermasalah);0.13144016604434852
gmn pemberitahuan resminya kalo memang peraturan kost 6 kamar dikenakan tarif 3.2A ? apa akal²an petugas aja, dikira kalo punya kost penghasilan banyak gitu?trs diganti dari 2.1 ke 3.2A ?ini cuma 6 kamar, bukan 10 atau 20 kamar,;pemberitahuan resmi memang atur kost kamar kena tarif a akal tugas kost hasil gitutrs ganti a kamar bukan kamar;Lainnya;0.04968432747024655
@pdamsuryasembada kenapa tidak sekalian seluruh wilayah surabaya? rumah saya sudah berkali2 complain volume kubik yang tidak wajar dan solusinya sudah 3x disuruh ganti kran / valve dan berbayar pula. meteran air bermasalah itu tanggung jawab pdam atau pel;tidak wilayah surabaya rumah kali complain volume kubik tidak wajar solusi x suruh ganti keran katup bayar meter air masalah tanggung jawab pdam pel;Meteran (Macet/Bermasalah);0.13779686710683925
Dulu tarif saya ini golongan 1.3 pas ada perubahan tarif kenapa tiba-tiba di ubah menjadi 2.1 padahal rumah saya juga ada tulisan KELUARGA MISKIN yang dari pemerintah lantai juga dari tanah dan juga rumah saya tidak tingkat atau berlantai 2 juga tidak dibuat kos atau kontrakan padahal tetangga saya semuanya tarif golongannya 1.3 emang ada yg 2.1 itupun dibuat kos atau kontrak sedangkan saya kan tidak kalau lapor ke PDAM ujung-ujungnya nanti petugas kemari di cek disuruh ganti meteran yang bayarnya juga gak murah tolong dong di cek petugas keliling meteran itu kenapa sih harus di ubah kan saya bayar nya juga jadi mahal paling sedikit saya kena itu 100 RB yang tetangga saya kena padahal rata2 cuma 20 ribu atau 25 ribu apalagi ini untuk daerah tambak asri yang notaben kebanyakan tarifnya golongan 1.3;tarif golong pas ubah tarif ubah rumah tulis keluarga miskin perintah lantai tanah rumah tidak lantai tidak buat kos kontra tetangga tarif golong itu pun buat kos kontrak kan tidak lapor pdam ujung ujung tugas kemari cek suruh ganti meter bayar tidak murah cek tugas keliling meter sih ubah kan bayar nya mahal paling kena tetangga kena daerah tambak asri notaben banyak tarif golong;Harga;0.19604546817465895
BAYAR HUTANG @glen_probity;bayar hutang;Harga;0.11755009069166181
Saya sudah bayar untuk penggantian meteran air yg hilang,tapi tidak dipasang2 alasannya karena stop kran nya kosong..dan ditanyai kira2 sampe kapan tapi tdk tau..disuruh beli sendiri..sudah bayar denda meteran hilang mahal ini disuruh beli stop kran sendiri.gmn ya pelayanannya ini:smirking_face: @pdamsuryasembada;bayar ganti meter air hilangtapi tidak pasang alas stop keran nya kosongdan kira tidak taudisuruh beli sendirisudah bayar denda meter hilang mahal suruh beli stop keran sendirigmn layan;Harga;0.18493270533609932
Min kalau untuk wilayah sidoarjo apa promo jg kah?;admin wilayah sidoarjo promo;Lainnya;0.0
setelah daftar, harus nunggu berapa lama ya kak untuk pemasangannya dan siap di gunakan?;daftar nunggu kak pasang guna;Pemasangan;0.14846962867697172
Kalo di depan rumah Masi belum ada pipa gmn min;rumah pipa admin;Kebocoran;0.31789066474805755
Min daftar langsung di kantor bisa ya min?;admin daftar kantor admin;Lainnya;0.0
Min...klo persyaratan tdk lengkap gmn min;admin kalau syarat tidak lengkap admin;Lainnya;0.0
Kenapa laporan by WhatsApp PDAM  GK ada jawaban ya kak, padahal saya sudah daftar mau tanya soal kekurangan persyaratan pasang baru;lapor by whatsapp pdam ga kak daftar kurang syarat pasang;Pemasangan;0.1045754491673288
Min kalau listrik 5000 watt biayanya yh 1,7 jt ya?;admin listrik watt biaya yh jt;Harga;0.1028000105470256
Brpa lama pemasangan jika sdah melakukan pembayaran;pasang laku bayar;Pemasangan;0.2094178143643715
Diskon itu apakah include dengan pipa dan meterannya?;diskon pipa meter;Kebocoran;0.25153014265822604
Maaf min untuk PSB 900watt ini biayanya 600rb ?? Bukan 300rb ya??;maaf admin psb watt biaya bukan;Harga;0.11571986285377815
Min kalau ngontrak rumah belum dipasang pdam caranya gimana?karena rumah yang dikontrak warisan;admin kontrak rumah pasang pdam cara gimana karena rumah kontrak waris;Pemasangan;0.08591490028197372
Daerah mojo ditindaklanjuti gak ada air mengalir daripada saya datangi kantornya;daerah mojo ditindaklanjuti tidak air alir datang kantor;Air Tidak Mengalir;0.10973794495946292
minnn air dirumah saya kenapa kok gk nyalah ya takut ada kebocoran min;admin air rumah ga takut bocor admin;Kebocoran;0.16575171892314827
Min klo uda daftar dan data2 udah lengkap, proses selanjutnya gmn? Msh nunggu konfirmasi lagi kah dari wa call center?;admin uda daftar data lengkap proses nunggu konfirmasi whatsapp call center;Pelayanan;0.06475438113381006
Min kalau jumlah rumah ada 2 tapi sertifikasi jadi satu bisa gak min;admin rumah sertifikasi tidak admin;Lainnya;0.0
Untuk daya listrik 900watt, itu harganya jadi 300rb atau diskonnya yang 300rb ? Mohon penjelasannya;daya listrik watt harga diskon mohon jelas;Lainnya;0.0
Saya dari agustus 2024 sampai sekarang blm ada tanggapan pasang baru padahal :loudly_crying_face: wes ganti tahun min :loudly_crying_face:;agustus tanggap pasang ganti admin;Pemasangan;0.15945931251573564
Saya kan mau bangun rumah dan blm ada listrik nya..apa bs;kan bangun rumah listrik nyaapa;Lainnya;0.0
"Saya belum di survey"" Minn sdh pengajuan lama";survey minn aju;Pemasangan;0.4677182791392579
Maaf min klw pindah meteran kena biaya brpa ea soalnya meteran airku ada didepan rumahnya orang.. Klw dipindah kerumah ku jaraknya 10 meter;maaf admin pindah meter kena biaya meter air depan rumah pindah ke rumah ku jarak meter;Meteran (Macet/Bermasalah);0.26822457030365054
Berlaku area surabaya saja apa semua daerah ya min?;laku area surabaya daerah admin;Lainnya;0.0
Maaf min mau tanya apa benar PSB untuk daya listrik 1300 watt biayanya 600 ribu;maaf admin benar psb daya listrik watt biaya;Harga;0.09301983835881276
Untuk area bekasi juga diskon min??;area bekas diskon admin;Lainnya;0.0
Kalau nama pemilik tanah dan pemasang PDAM beda nama apakah bisa;nama milik tanah pasang pdam beda nama;Pemasangan;0.09761112343730706
Knp pembayaran pdam melalui gojek dan grab kok gak bisa terus;bayar pdam gojek grab tidak;Harga;0.07925546415018195
Min dari daftar sampai proses pemasangan,nunggu nya berapa lama?;admin daftar proses pemasangannunggu nya;Lainnya;0.0
Tambakwedi Baru gak keluar air sama sekali dari tadi pagi;tambakwedi tidak keluar air pagi;Air Tidak Mengalir;0.11617244723252804
Daerah simo gunung kok dari kemaren air mengecil sampai tidak keluar ada apaa yaaa;daerah simo gunung air kecil tidak keluar;Air Tidak Mengalir;0.21673561638811933
Simolangit gak ada air nya piye PDAM iki;simolangit tidak air nya pdam;Lainnya;0.0
:clapping_hands: Keren;keren;Lainnya;0.0
Duta lingkungan:clapping_hands: @arrovaicals :person_with_crown::raising_hands:;duta lingkung;Lainnya;0.0
Halo selamat siang kak admin pdam, mengenai pengaduan yg saya sampaikan 25 april 2025 melalui DM. Sampai hari ini belum diberikan tindak lanjut nihh. Tolong dong diberikan tindak lanjutnya. Dari 25 april 2025 sampai komen ini ditulis 13 mei 2025. Belum ada tindak lanjut lho. Mohon dong.;halo selamat siang kak admin pdam adu april pesan beri tindak nihh beri tindak lanjut april komen tulis mei tindak loh mohon;Pelayanan;0.19595607183038014
Halo min pdam saya warga babatan pratama sudah bayar pergantian keran air yang bocor tapi petugasnya sampai sekarang belum datang tolong dibantu ditindaklanjuti;halo admin pdam warga babatan pratama bayar ganti keran air bocor tugas datang bantu ditindaklanjuti;Kebocoran;0.10306039249190965
Air PDAM SBY pusat punyakku keruh  kyk air sumur.. Bayarnya larang tp airnya keruh bauk;air pdam surabaya pusat punya keruh air sumur bayar mahal air keruh bau;Air Kotor/Bau;0.23608874041491718
Maaf itu 1,5 juta popok per hari bukan pertahun :raising_hands:;maaf juta popok bukan tahun;Lainnya;0.0
Min ini kenapa di kalijudan 9 air nya nyala kecil sekali?:folded_hands_medium-light_skin_tone:;admin kalijudan air nya kecil;Air Tidak Mengalir;0.14261981738675278
Air pdam kebonsari jambangan keruh;air pdam kebonsari jambang keruh;Air Kotor/Bau;0.10735176488735551
Yuk berganti ke popok pakai ulang dan pembalut ramah lingkungan, bersama @bumbi_id;yuk ganti popok pakai ulang balut ramah lingkung;Lainnya;0.04851830680785238
Kok kosong.....;kosong;Lainnya;0.0
Info loker pdam min;informasi loker pdam admin;Lainnya;0.0
kok infonya kembali buka tanggal 2 mei min?;info buka tanggal mei admin;Lainnya;0.0
maaf kok buka Lg tgl 2 mei.  kak:folded_hands:;maaf buka tanggal mei kak;Lainnya;0.0
Air PDAM di Perumahan Gunungsari Indah bisa mengalir nirmal jam berapa. Mohon segera direspon. Terima kasih;air pdam rumah gunungsari indah alir normal jam mohon direspon terima kasih;Air Tidak Mengalir;0.08334095163511338
Srby utara udah 2hari gak nyala:crying_face: airnya;surabaya utara tidak air;Lainnya;0.0
Surabaya utara;surabaya utara;Lainnya;0.0
Lokasi e dmn min;lokasi nya admin;Lainnya;0.0
Lah komen saya kok di hapus... Tolong di cek PDAM di daerah simolangit gak ada air ada 2 hari. Malah di hapus komentar saya. Laporan wa gak dihiraukan;komen hapus cek pdam daerah simolangit tidak air hapus komentar lapor whatsapp tidak hirau;Pelayanan;0.056714890810589905
Kualitas airnya perlu dicek dan dikontrol...jangan cuman datang cek meteran saja....dan jangan cari untung saja gede perhatikan kemampuan konsumennya,....;kualitas air perlu cek dikontroljangan cuman datang cek meter sajadan cari untung gede perhati mampu konsumen;Air Kotor/Bau;0.07262206693766783
Sua Sanctitas;sua sanctitas;Lainnya;0.0
Alhamdulillah semoga menang kotaku tercinta @Surockboyo menang … aamiin :palms_up_together:;alhamdulillah moga menang kota cinta menang aamiin;Lainnya;0.0
TOLONG BU @y4n_tweet si @glen_probity SURUH BAYAR HUTANG PINJOLNYA;bu si suruh bayar hutang pinjolnya;Harga;0.05887272686107045
Kenapa tlpn bebas pulsa suara kita tdk bs terdengar operator pdam..hola halo hola halo aja;telepon bebas pulsa suara tidak dengar operator pdam hola halo hola halo;Lainnya;0.0
Nice info;bagus informasi;Lainnya;0.0
lewat aplikasi CIS ngga ada promo?;aplikasi cis tidak promo;Lainnya;0.0
aku yang udah bayar duluan tgl 1 kemarin hanya bisa bersabarrrrr :slightly_smiling_face::slightly_smiling_face::slightly_smiling_face::slightly_smiling_face::slightly_smiling_face::slightly_smiling_face::slightly_smiling_face:;bayar duluan tanggal sabar;Harga;0.07173432543902643
Apanya yg ada promo kak;apa promo kak;Lainnya;0.0
Alfamart apakah gaada diskon ka? Jarang ad indomaret d sini;alfamart tidak ada diskon kakak jarang indomaret;Lainnya;0.0
Tokopedia tdk ada promo;tokopedia tidak promo;Lainnya;0.0
Kalau airnya gak nyala sama sekali apa harus mbayar, krna pelaporan berkali2 tidak ada teknisi yg datang kerumah bagimana ini @pdamsuryasembada_;air tidak bayar krna lapor kali tidak teknisi datang ke rumah bagimana;Pelayanan;0.1520884155596519
Mati urip ngramut kali suroboyo:fire:;mati rawat surabaya;Air Tidak Mengalir;0.08212737588973736
Halo admin pdam Surabaya, saya kirim keluhan di 25 april 2025. Sampai hari ini belum ada tindak lanjutnya. Mohon di cek DM nya dong kak min.;halo admin pdam surabaya kirim keluh april tindak lanjut mohon cek pesan nya kak admin;Pelayanan;0.12680961295528975
Makin berkelas;kelas;Lainnya;0.0
Min, sy pengaduan ganti meteran hingga 14 hari kerja kok blm ada tanggapan;admin adu ganti meter hingga kerja tanggap;Pelayanan;0.22307470159612838
Siwalankerto kok mati ya airnya?;siwalankerto mati air;Air Tidak Mengalir;0.1007562884016778
Daerah panjangjiwo kok mati ya kak?;daerah panjangjiwo mati kak;Air Tidak Mengalir;0.07617111938880519
Semangat......;semangat;Lainnya;0.0
Semangat Rekan2..Semoga Sukses selalu ..;semangat rekan moga sukses;Lainnya;0.0
Ini daerah kenjeran juga siang gak keluar min , malem baru keluar udah hampir seminggu;daerah kenjeran siang tidak keluar admin malam keluar hampir minggu;Air Tidak Mengalir;0.14421793169418853
pak mau tanya no pelanggan 1032499 an Ny. Mustiani Wikanti Pulo Wonokromo Wetan 4 knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. knp seenaknya merubah, ini memberatkan loh, alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, alasan apa itu, saya harap kembalikan ke gol tarif 2.1 terima kasih;langgan an nya mustiani wikanti pulo wonokromo wetan golong tarifny ubah ubah a ubah diberitahu tua enak rubah berat loh alas rubah tugas keliling meter bilang rumah buat kost alas harap kembali golong tarif terima kasih;Lainnya;0.03699794287322943
Pak maaf mau tanya,,;maaf;Lainnya;0.0
Meteran air di rumah sya kol g ada ya yg buat liat hbs brp meternya itu;meter air rumah ga lihat habis meter;Meteran (Macet/Bermasalah);0.11063910895052549
mantap:clapping_hands_light_skin_tone:;mantap;Lainnya;0.0
Halo min dm saya sudah ditanggapi tapi ga ada action sama sekali dari pihak pdam , udah dr hari sabtu smpe skrng...;halo admin pesan tanggap ga action pdam;Pelayanan;0.21665522045687668
Min tolong dikurangi dong kapuritnya di daerah Rungkut tengah airnya bau kaporit mau buat masak malah harus beli isi ulang tolong ya min untuk ditindak lanjuti :folded_hands:;admin rang kaporit daerah rungkut air bau kaporit masak beli isi ulang admin tindak lanjut;Air Kotor/Bau;0.3080603451142112
Alhmdulillah selamat :clapping_hands:;alhmdulillah selamat;Lainnya;0.0
Alhamdulillah :red_heart::red_heart::red_heart:;alhamdulillah;Lainnya;0.0
Sukses terus Surya Sembada;sukses surya sembada;Lainnya;0.0
Selamat PDAM Surya Sembada Kota Surabaya :fire:;selamat pdam surya sembada kota surabaya;Lainnya;0.0
Tolong d cek area Jemurwonosari pak air kotor .pagi siang malam mati .jam 5 pagi sudah tidak keluar .siang juga kelaur dikit itupun jam10 an .malam jam7 baru keluar itu juga dikit;cek area jemurwonosari air kotor pagi siang malam mati jam pagi tidak keluar siang keluar dikit itu pun jam an malam jam keluar dikit;Air Tidak Mengalir;0.13210065154540793
TOLONG BU @y4n_tweet SURUH @glen_probity SURUH BAYAR HUTANGNYA… BURONAN PINJOL TU DIA;bu suruh suruh bayar hutang buron pinjol;Harga;0.05069043538345726
Tekanan air di daerah dukuh pakis masih kecil min;tekan air daerah dukuh pakis kecil admin;Air Tidak Mengalir;0.367702578232221
Halo kak min, dm saya belum ditanggapi nih. Mohon ditanggapi;halo kak admin pesan tanggap mohon tanggap;Pelayanan;0.2936325927095905
Semangat tukang ledeng :clapping_hands:;semangat tukang pam;Lainnya;0.0
Alhamdulillah... mantab... Di pengumuman estimasi pekerjaan 6 jam, dapat selesai dalam waktu 2 jam... Mantap semangat all team tukang ledeng Suroboyo Perumda Air Minum Surya Sembada Surabaya :red_heart: :fire::fire:;alhamdulillah mantap umum estimasi kerja jam selesai dalam jam mantap semangat all team tukang pam surabaya perumda air minum surya sembada surabaya;Lainnya;0.0
Mantap :thumbs_up: :thumbs_up::thumbs_up:;mantap;Lainnya;0.0
Mulyo indah grup :raising_hands:;mulyo indah grup;Lainnya;0.0
Perencanaan yg efektif dan kolaboratif adalah kunci sukses. Good Job Gaess! Semoga dapat memberikan pelayanan yang terbaik unt pelanggan kita yg tercinta :red_heart::red_heart::red_heart:;rencana efektif kolaboratif kunci sukses good job teman teman moga layan baik langgan cinta;Pelayanan;0.05015435729699795
Semangat pulll.. PDAM;semangat pdam;Lainnya;0.0
Selamat dan tetap semangat mbak cantik dan mas ² nya sehat sehat selalu;selamat semangat mbak cantik mas nya sehat sehat;Lainnya;0.0
Halo kak admin, dm saya mohon diberikan tanggapan. Terimakasih;halo kak admin pesan mohon beri tanggap terimakasih;Pelayanan;0.1993073262651548
Harusnya daerah Kenjeran Babatan Pantai jgn ikutan kena dampaknya dong sampai dimatikan seharian airnya;daerah kenjeran babatan pantai kena dampak mati hari air;Air Tidak Mengalir;0.19909568523195162
Kok di gubeng masih ngga nyala ya dri tadi malam;gubeng tidak malam;Lainnya;0.0
PDAM tolong baca DM saya;pdam baca pesan;Pelayanan;0.14385926762682885
Halo kak adminnn. Dm saya tolong di berikan tanggapan ya:folded_hands_light_skin_tone:;halo kak admin pesan ikan tanggap;Pelayanan;0.21794349092996265
Astaga beberapa hari ini saya mengangsu air lho gara2 air ngga bisa naik,sementara air di luar keluar. SAMPAI KAPAN?!. Apa daerah Residen sudirman ikut ngagel y? :face_with_raised_eyebrow::hot_face::face_with_steam_from_nose::crying_face:;astaga angsu air loh gara air tidak naiksementara air keluar daerah residen sudirman ngagel;Air Tidak Mengalir;0.05458196154911702
Min @pdamsuryasembada babatan labansari mulyorejo air ga mengalir min, gimana ini ?;admin babatan labansari mulyorejo air ga alir admin;Air Tidak Mengalir;0.09683935734262099
@dul.jalil  acara opo iki;jalil;Lainnya;0.0
Terimakasih atas informasinya Salam kompak dari Komunitas Informasi Masyarakat kelurahan Pucang Sewu mitra kerja Dinas informasi dan komunikasi Kota Surabaya.;terimakasih informasi salam kompak komunitas informasi masyarakat lurah pucang sewu mitra kerja dinas informasi komunikasi kota surabaya;Lainnya;0.0
Kog ayuuuu pean mbaak .... Pean dadi opo nuk PDAM....;cantik mbak pdam;Lainnya;0.0
untuk area sidotopo apakah ada gangguan kok hampir tiap hari air tidak lancar kadang ngalir kadang mati seharian?;area sidotopo ganggu hampir air tidak lancar kadang alir kadang mati hari;Air Tidak Mengalir;0.11137656403187457
Min knp sekarang bayar pdam di gojek dan grab kok gak bisa;admin bayar pdam gojek grab tidak;Harga;0.07707823051497603
Ttp semangat PDAM kota Surabaya :fire:;semangat pdam kota surabaya;Lainnya;0.0
udah di dm slow respon di telfon malah di alihkan;pesan slow respon telepon alih;Pelayanan;0.20349870939401143
kenapa sulit di hubungin ya pdam ini, padahal air dirumah lagi mati dari sore wk;sulit hubungin pdam air rumah mati sore;Air Tidak Mengalir;0.060451290850987674
Tolong PDAM baca DM saya, sudah berhari2 sulit di hubungi call center nya sibuk trs;pdam baca pesan hari sulit hubung call center nya sibuk;Pelayanan;0.07072778303039842
Min, WAnya slow respon banget ya @pdamsuryasembada;admin wanya slow respon;Pelayanan;0.12727872419128075
Cool!! :cold_face::sweat_droplets:;keren;Lainnya;0.0
:fire::fire::fire:Alhamdulillah semoga dapat memberikan pelayanan yang terbaik unt masyarakat pengguna air;alhamdulillah moga layan baik masyarakat guna air;Pelayanan;0.09570769770686258
Kak mohon banget punya saya segera di pasang soalnya buat usaha kak saya sudah melakukan pembayaran di indomaret kak bingung mau nanyak ke siapa kalo mau liat progres pemasangannya;kak mohon pasang usaha kak laku bayar indomaret kak bingung nanya lihat progres pasang;Pemasangan;0.1469215220725127
bulak rukem timur yaopo iki min seminggu banyu e angell;bulak rukem timur admin minggu air nya susah;Lainnya;0.0
Halo selamat pagi, mohon bantuannya. Keluhan sudah saya sampaikan melalui DM. Mohon diberikan tindak lanjut. Terimakasih;halo selamat pagi mohon bantu keluh pesan mohon beri tindak terimakasih;Pelayanan;0.13493566828829862
Min tadi pagi alias waktu subuh hingga jam 7 kok air di rumah ku jalan zamhuri rungkut tengah air yang keluar debit nya kok dikit amat ya, apakah lagi ada gangguan ya, saya sampek bosen tiap hari tlp pihak Cs terus, mau mandi aja harus ke kantor, ya kali kantor saya dekat. Kantor saya di gresik, rumah saya di rungkut tengah :crying_face::crying_face::crying_face:;admin pagi alias subuh hingga jam air rumah ku jalan zamhuri rungkut air keluar debit nya dikit ganggu bosen telepon layan langgan mandi kantor kantor kantor gresik rumah rungkut;Air Tidak Mengalir;0.10538643756310931
Ya Gitu Min.. Info H-1 Sblm Air Mati :clapping_hands:;admin informasi h air mati;Air Tidak Mengalir;0.11902832644849243
min tempatku daerah kedung cowek air mati sejak tadi malam;admin tempat daerah kedung cowek air mati malam;Air Tidak Mengalir;0.053259959893735186
Kalijudan GG 12 dari subuh sampai malam tidak keluar aire sama sekali bosskuhh;kalijudan gang subuh malam tidak keluar air bos ku;Air Tidak Mengalir;0.07498977038765975
Mohon infonya didaerahku simo Sidomulyo  dari hari kamis pagi dan Jumat pagi ini,  air tidak keluar.;mohon info daerah simo sidomulyo kamis pagi jumat pagi air tidak keluar;Air Tidak Mengalir;0.0600873055727611
Ini aja daerah Tapak Siring airnya masih kecil dn debitnya belum bisa naik. Duuuhhh;daerah tapak siring air kecil debit naik duh;Air Tidak Mengalir;0.24868960314835675
Kalijudan min air macet wes 5 hari :woozy_face: bayar'e mundak banyu metu'e jam 12 bengi. isuk, awan sore MAMPET Kabeh.;kalijudan admin air macet bayare mundak air metue jam bengi isuk awan sore mampet kabeh;Meteran (Macet/Bermasalah);0.08678310691468902
Sipp min, USAHAKAN  MATI. AIRNYA  NGGAK LAMA :hand_with_index_finger_and_thumb_crossed:;sipp admin usaha mati air tidak;Air Tidak Mengalir;0.06813218095257902
":face_with_tears_of_joy::face_with_tears_of_joy:lucu nih , saya tinggal di perum manyar jaya , dari tahun lalu semenjak pengerjaan gorong"" manyar indah manyar jaya manyar rejo ... Air saya sampai sekarang dari pagi pukul 6 pagi sampai pukul 9 MALAM air mati , baru nyala pukul 21.30 malam bayangkan BERAPA BULAN SAYA MENAMPUNG AIR???? Mau protes telfon saya sdh capek :rolling_on_the_floor_laughing:. Tapi herannya kalau libur NASIONAL Air saya kok nyala lancar kayak saya dlu tinggal d sini , tetangga saya 30 tahun tinggal disini tidak menggunakan tandon tidak ada maslah!! Semenjak skg kok air jadi buruk jelek sekali tolong diperbaiki ya pdam :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts: @pdamsuryasembada @pdamsuryasembada";lucu perum manyar jaya semenjak kerja gorong manyar indah manyar jaya manyar rejo air pagi pagi malam air mati malam bayang tampung air protes telepon capek heran libur nasional air lancar kayak tetangga sini tidak guna tandon tidak mas semenjak air buruk jelek baik pdam;Air Kotor/Bau;0.05714221358555032
@pdamsuryasembada daerah sidotopo apakah memang tidak mengalir air? sudah 3 hari hidup tanpa air soalnya!;daerah sidotopo memang tidak alir air air;Air Tidak Mengalir;0.12567760926754523
@pdamsuryasembada d daera mulyorejoo dri jaman ada galian sampai galian selesaaiii tetap aja airr sulitt....tpi pas hari raya air nya kok lancar jayaaa:fire:;daerah mulyorejoo jaman gali gali selesai airr sulit tapi pas raya air nya lancar jaya;Lainnya;0.0
"Saya minta kepada pihak @pdamsuryasembada untuk melakukan rencana pemikiran yang matang agar aliran air di wilayah Kelurahan Airlangga teraliri dengan lancar semua dan tanpa diskriminasi karena dampak kost""an di wilayah tersebut @pdamsuryasembada";laku rencana pikir matang alir air wilayah lurah airlangga alir lancar diskriminasi dampak kostan wilayah;Air Tidak Mengalir;0.21133221799674512
@pdamsuryasembada ini daerah Kenjeran kenapa air ga keluar seharian?;daerah kenjeran air ga keluar hari;Air Tidak Mengalir;0.10737117816733675
Siang @pdamsuryasembada sy tinggal di bulak rukem timur, air di daerah sy debitnya kecil cenderung tdk keluar, sy sdh pernah lapor bebetapa kali & sdh di datangi, tp tetap saja tdk lancar, pernah sy tny kenapa, ktnya ada galian, minggu yg lalu memang ada keluar 1 hr saja selanjunya mengecil lagi & airnya sangat keruh;siang bulak rukem timur air daerah debit kecil cenderung tidak keluar lapor datang tidak lancar tny kata gali memang keluar selanjunya kecil air keruh;Air Tidak Mengalir;0.27077266612526935
Pertanyaan buat PDAM, saya mau tanyak setiap pembayaran bulanan kenapa kok ada retribusi. Padahal di kampung pakek retribusi dan saya pernah pengaduan online kalau retribusi udh ketentuan DLH. Emang harus Retribusi di kampung kenak 11rb, ini bukan masalah angka kecil tapi bayangin satu rumah kenak 11rb per kampung ad brp rumah udh dpt brp sebanyak gitu :face_with_tears_of_joy:;pdam tanyak bayar bulan retribusi kampung pakek retribusi adu online retribusi tentu dlh retribusi kampung nak bukan masalah angka kecil bayangin rumah nak kampung rumah;Lainnya;0.047351775646155385
Berapa hari perubahannya?;ubah;Lainnya;0.0
Kalau surat tanah nya masih jadi 1 atas nama orang tua bagaimana;surat tanah nya nama tua;Lainnya;0.0
@pdamsuryasembada mntk tolong penjelasan nya ya pak :face_with_tears_of_joy:;jelas nya;Lainnya;0.0
Kenapa wilayah Dukuh Kupang air nya mengalir terlalu kecil ...bahkan ada yg tdk kluar pak;wilayah dukuh kupang air nya alir kecil tidak keluar;Air Tidak Mengalir;0.294782869183814
Kenapaa daerah simolangit  air nya mengalir terlalu kecil,bahkan G keluar.. Sia2 dong bayar PDAM;kenapaa daerah simolangit air nya alir kecilbahkan ga keluar sia bayar pdam;Air Tidak Mengalir;0.1481141528174309
Pipa bocor dimana,dampaknya semua. Daerah Tapak Siring sejak kemarin debit kecil. Saya harus mengangsu dari luar. Sukanya kasi kerjaan orang saja !!!;pipa bocor dimanadampaknya daerah tapak siring debit kecil angsu suka kasi kerja;Kebocoran;0.2076330041481058
Tolong @pdamsuryasembada rumah saya sudah 4hari ini tiap pagi mati airnya. Nyala cmn malam aja jam. Biasanya gapernah gini. Dan di daerah rumah saga cmn rumah saya aja yg begitu. Gangguan airnya. Tolong info penjelasannya dan solusinya.;rumah pagi mati air cuman malam jam tidak pernah gin daerah rumah cuman rumah ganggu air informasi jelas solusi;Lainnya;0.030438458211025997
Kak pam nya udah ada sistem prabayar kak?;kak pam nya sistem prabayar kak;Lainnya;0.0
Harus nya di tambah aplikasi info gangguan dari pdam sendiri seperti ada galian dsbynya jdi aplikasi nya kurang, aplikasi info gangguan penting bagi pelanggan, bukan begitu cak :face_with_tears_of_joy:;nya aplikasi informasi ganggu pdam gali dsbynya aplikasi nya aplikasi informasi ganggu langgan bukan kak;Lainnya;0.0
Di aplikasi terlalu ribet untuk menyampaikan keluhan,napa harus upload lg ktp,dena rmh,& bla...bla..bla...,bukannya kita memasukkan nopel aja data kt sudah terbaca,lagian keluhan kok dibatasi ... Aneh,dan 1 lagi saya keberatan dgn adanya admint tt yg gak masuk akal mengalahkan tunggakan saya 3 bulan blm bayar,dan tentang admin tt kok gak ada ya di google,webnya pdam dan lainnya,lalu angka admint tt di dapat darimana sehinggal muncul nominal segitu ????;aplikasi ribet keluhannapa unggah ktpdena rumah blablablabukannya masuk nopel data terbacalagian keluh batas anehdan berat admint tt tidak masuk akal kalah tunggak bayardan admin tt tidak googlewebnya pdam lainnyalalu angka admint tt darimana sehinggal muncul nominal segitu;Lainnya;0.0
Mohon info kalau pengaduan karena kena pinalty kemana;mohon informasi adu kena penalti;Pelayanan;0.10605663048141342
Keren bgt :clapping_hands::clapping_hands::fire::fire:;keren banget;Lainnya;0.0
Kerennn;keren;Lainnya;0.0
Air didaerah saya khususnya dukuh pakis kecil sekali bahkan sering tidak mengalir tlng ditinjau;air daerah dukuh pakis kecil tidak alir tinjau;Air Tidak Mengalir;0.20715147768507064
Halo daerah jl Tapak Siring debit airnya mengecil . Shg tidak bisa naik.;halo daerah jalan tapak siring debit air kecil tidak naik;Air Tidak Mengalir;0.24382900582202172
