comment_id,comment_text,segmented_text,tokens_segmented_text,stemmed_segmented_text,true_aspect,predicted_aspect,similarity_score
7572,"Min, tolong donk kalo da pengaduan pelanggan, jangan hanya dicatat tpi, diberi solusi , pengaduan sejak tgl 25 juli, sampai skrg kok gak da penanganan nya, hanya dijanjikan akan didatangi petugas dalam 1x24 jam, tpi sampai skrg saya nulis di ig ini tgl 27 juli 2025 jam 11 .57, msh blum da perugas drg, sementara call center yg katanya 24 jam hanya bilang mohon ditunggu, sampai kapan ditunggunya min, kami bayar selalu tepat waktu, telat dikit kena denda tpi penanganan pengaduan pelanggan tdak ada, hanya dicatat","tapi sampai sekarang tulis instagram tanggal juli jam . , belum da petugas belum , call center katanya jam bilang mohon tunggu , sampai kapan tunggu admin , bayar selalu , terlambat dikit kena denda","['tapi', 'sampai', 'sekarang', 'tulis', 'instagram', 'tanggal', 'juli', 'jam', '.', ',', 'belum', 'da', 'petugas', 'belum', ',', 'call', 'center', 'katanya', 'jam', 'bilang', 'mohon', 'tunggu', ',', 'sampai', 'kapan', 'tunggu', 'admin', ',', 'bayar', 'selalu', ',', 'terlambat', 'dikit', 'kena', 'denda']","tapi sampai sekarang tulis instagram tanggal juli jam . , belum da tugas belum , call center kata jam bilang mohon tunggu , sampai kapan tunggu admin , bayar selalu , lambat dikit kena denda",Pelayanan,Pelayanan,0.2968114343308511
7572,"Min, tolong donk kalo da pengaduan pelanggan, jangan hanya dicatat tpi, diberi solusi , pengaduan sejak tgl 25 juli, sampai skrg kok gak da penanganan nya, hanya dijanjikan akan didatangi petugas dalam 1x24 jam, tpi sampai skrg saya nulis di ig ini tgl 27 juli 2025 jam 11 .57, msh blum da perugas drg, sementara call center yg katanya 24 jam hanya bilang mohon ditunggu, sampai kapan ditunggunya min, kami bayar selalu tepat waktu, telat dikit kena denda tpi penanganan pengaduan pelanggan tdak ada, hanya dicatat","tapi penanganan pengaduan pelanggan ada , catat","['tapi', 'penanganan', 'pengaduan', 'pelanggan', 'ada', ',', 'catat']","tapi tangan adu langgan ada , catat",Pelayanan,Lainnya,0.38622973837981045
7625,"air sekitar kedurus mati, klo di wa psti yg jawab bot 😂. tp admin nya di medsos selalu ga dapat update","air kedurus mati , whatsapp jawab bot .","['air', 'kedurus', 'mati', ',', 'whatsapp', 'jawab', 'bot', '.']","air kedurus mati , whatsapp jawab bot .",Air Tidak Mengalir,Pemasangan,0.48042539509524296
7625,"air sekitar kedurus mati, klo di wa psti yg jawab bot 😂. tp admin nya di medsos selalu ga dapat update",tapi admin nya medsos selalu ga pembaruan,"['tapi', 'admin', 'nya', 'medsos', 'selalu', 'ga', 'pembaruan']",tapi admin nya medsos selalu ga baru,Lainnya,Lainnya,0.3377444897730002
7628,"Mohon Maaf atas Gangguan Layanan Sementara 🙏💧

Saat ini sedang dilakukan perbaikan kebocoran pada pipa distribusi berdiameter 250 mm di Jl. Raya Mastrip – Kedurus.

Akibat pekerjaan ini, aliran air di sejumlah wilayah sekitar mungkin mengalami gangguan sementara.
Tim teknis kami di lapangan bergerak cepat untuk menyelesaikan perbaikan dan menormalkan kembali distribusi.

🙏 Kami mohon maaf atas ketidaknyamanan ini dan terima kasih atas pengertian serta kesabaran Anda. -D",mohon maaf gangguan layanan,"['mohon', 'maaf', 'gangguan', 'layanan']",mohon maaf ganggu layan,Lainnya,Lainnya,0.6804288199189337
7628,"Mohon Maaf atas Gangguan Layanan Sementara 🙏💧

Saat ini sedang dilakukan perbaikan kebocoran pada pipa distribusi berdiameter 250 mm di Jl. Raya Mastrip – Kedurus.

Akibat pekerjaan ini, aliran air di sejumlah wilayah sekitar mungkin mengalami gangguan sementara.
Tim teknis kami di lapangan bergerak cepat untuk menyelesaikan perbaikan dan menormalkan kembali distribusi.

🙏 Kami mohon maaf atas ketidaknyamanan ini dan terima kasih atas pengertian serta kesabaran Anda. -D","sedang lakukan perbaikan kebocoran pipa distribusi berdiameter mm jalan . raya mastrip kedurus . akibat pekerjaan , aliran air wilayah mungkin mengalami gangguan . tim teknis lapangan bergerak cepat menyelesaikan perbaikan menormalkan distribusi . mohon maaf ketidaknyamanan terima kasih pengertian kesabaran .","['sedang', 'lakukan', 'perbaikan', 'kebocoran', 'pipa', 'distribusi', 'berdiameter', 'mm', 'jalan', '.', 'raya', 'mastrip', 'kedurus', '.', 'akibat', 'pekerjaan', ',', 'aliran', 'air', 'wilayah', 'mungkin', 'mengalami', 'gangguan', '.', 'tim', 'teknis', 'lapangan', 'bergerak', 'cepat', 'menyelesaikan', 'perbaikan', 'menormalkan', 'distribusi', '.', 'mohon', 'maaf', 'ketidaknyamanan', 'terima', 'kasih', 'pengertian', 'kesabaran', '.']","sedang laku baik bocor pipa distribusi diameter mm jalan . raya mastrip kedurus . akibat kerja , alir air wilayah mungkin alami ganggu . tim teknis lapang gerak cepat selesai baik normal distribusi . mohon maaf ketidaknyamanan terima kasih erti sabar .",Kebocoran,Kebocoran,0.30712452757198827
7629,"@garnetha.sheehan Mohon Maaf atas Gangguan Layanan Sementara 🙏💧

Saat ini sedang dilakukan perbaikan kebocoran pada pipa distribusi berdiameter 250 mm di Jl. Raya Mastrip – Kedurus.

Akibat pekerjaan ini, aliran air di sejumlah wilayah sekitar mungkin mengalami gangguan sementara.
Tim teknis kami di lapangan bergerak cepat untuk menyelesaikan perbaikan dan menormalkan kembali distribusi.

🙏 Kami mohon maaf atas ketidaknyamanan ini dan terima kasih atas pengertian serta kesabaran Anda. -D",. sheehan mohon maaf gangguan layanan,"['.', 'sheehan', 'mohon', 'maaf', 'gangguan', 'layanan']",. sheehan mohon maaf ganggu layan,Lainnya,Lainnya,0.6804288199189337
7629,"@garnetha.sheehan Mohon Maaf atas Gangguan Layanan Sementara 🙏💧

Saat ini sedang dilakukan perbaikan kebocoran pada pipa distribusi berdiameter 250 mm di Jl. Raya Mastrip – Kedurus.

Akibat pekerjaan ini, aliran air di sejumlah wilayah sekitar mungkin mengalami gangguan sementara.
Tim teknis kami di lapangan bergerak cepat untuk menyelesaikan perbaikan dan menormalkan kembali distribusi.

🙏 Kami mohon maaf atas ketidaknyamanan ini dan terima kasih atas pengertian serta kesabaran Anda. -D","sedang lakukan perbaikan kebocoran pipa distribusi berdiameter mm jalan . raya mastrip kedurus . akibat pekerjaan , aliran air wilayah mungkin mengalami gangguan . tim teknis lapangan bergerak cepat menyelesaikan perbaikan menormalkan distribusi . mohon maaf ketidaknyamanan terima kasih pengertian kesabaran .","['sedang', 'lakukan', 'perbaikan', 'kebocoran', 'pipa', 'distribusi', 'berdiameter', 'mm', 'jalan', '.', 'raya', 'mastrip', 'kedurus', '.', 'akibat', 'pekerjaan', ',', 'aliran', 'air', 'wilayah', 'mungkin', 'mengalami', 'gangguan', '.', 'tim', 'teknis', 'lapangan', 'bergerak', 'cepat', 'menyelesaikan', 'perbaikan', 'menormalkan', 'distribusi', '.', 'mohon', 'maaf', 'ketidaknyamanan', 'terima', 'kasih', 'pengertian', 'kesabaran', '.']","sedang laku baik bocor pipa distribusi diameter mm jalan . raya mastrip kedurus . akibat kerja , alir air wilayah mungkin alami ganggu . tim teknis lapang gerak cepat selesai baik normal distribusi . mohon maaf ketidaknyamanan terima kasih erti sabar .",Kebocoran,Kebocoran,0.30712452757198827
7630,"@ela_rofitasari1 Mohon Maaf atas Gangguan Layanan Sementara 🙏💧

Saat ini sedang dilakukan perbaikan kebocoran pada pipa distribusi berdiameter 250 mm di Jl. Raya Mastrip – Kedurus.

Akibat pekerjaan ini, aliran air di sejumlah wilayah sekitar mungkin mengalami gangguan sementara.
Tim teknis kami di lapangan bergerak cepat untuk menyelesaikan perbaikan dan menormalkan kembali distribusi.

🙏 Kami mohon maaf atas ketidaknyamanan ini dan terima kasih atas pengertian serta kesabaran Anda.-D",mohon maaf gangguan layanan,"['mohon', 'maaf', 'gangguan', 'layanan']",mohon maaf ganggu layan,Lainnya,Lainnya,0.6804288199189337
7630,"@ela_rofitasari1 Mohon Maaf atas Gangguan Layanan Sementara 🙏💧

Saat ini sedang dilakukan perbaikan kebocoran pada pipa distribusi berdiameter 250 mm di Jl. Raya Mastrip – Kedurus.

Akibat pekerjaan ini, aliran air di sejumlah wilayah sekitar mungkin mengalami gangguan sementara.
Tim teknis kami di lapangan bergerak cepat untuk menyelesaikan perbaikan dan menormalkan kembali distribusi.

🙏 Kami mohon maaf atas ketidaknyamanan ini dan terima kasih atas pengertian serta kesabaran Anda.-D","sedang lakukan perbaikan kebocoran pipa distribusi berdiameter mm jalan . raya mastrip kedurus . akibat pekerjaan , aliran air wilayah mungkin mengalami gangguan . tim teknis lapangan bergerak cepat menyelesaikan perbaikan menormalkan distribusi . mohon maaf ketidaknyamanan terima kasih pengertian kesabaran .","['sedang', 'lakukan', 'perbaikan', 'kebocoran', 'pipa', 'distribusi', 'berdiameter', 'mm', 'jalan', '.', 'raya', 'mastrip', 'kedurus', '.', 'akibat', 'pekerjaan', ',', 'aliran', 'air', 'wilayah', 'mungkin', 'mengalami', 'gangguan', '.', 'tim', 'teknis', 'lapangan', 'bergerak', 'cepat', 'menyelesaikan', 'perbaikan', 'menormalkan', 'distribusi', '.', 'mohon', 'maaf', 'ketidaknyamanan', 'terima', 'kasih', 'pengertian', 'kesabaran', '.']","sedang laku baik bocor pipa distribusi diameter mm jalan . raya mastrip kedurus . akibat kerja , alir air wilayah mungkin alami ganggu . tim teknis lapang gerak cepat selesai baik normal distribusi . mohon maaf ketidaknyamanan terima kasih erti sabar .",Kebocoran,Kebocoran,0.30712452757198827
7637,"📆 Jadwal Peremajaan Meter Air Pelanggan akan terus kami update setiap minggu!
Yuk, pantau terus informasi terbarunya di akun media sosial kami.
Biar makin praktis, download juga aplikasi CIS – semua layanan dalam satu genggamanmu! 💧📲 -D",jadwal peremajaan meter air pelanggan,"['jadwal', 'peremajaan', 'meter', 'air', 'pelanggan']",jadwal remaja meter air langgan,Lainnya,Lainnya,0.36501953373869406
7637,"📆 Jadwal Peremajaan Meter Air Pelanggan akan terus kami update setiap minggu!
Yuk, pantau terus informasi terbarunya di akun media sosial kami.
Biar makin praktis, download juga aplikasi CIS – semua layanan dalam satu genggamanmu! 💧📲 -D","akan pembaruan ! yuk , pantau informasi terbaik akun media sosial . biar praktis , unduh aplikasi cis layanan dalam genggamanmu !","['akan', 'pembaruan', '!', 'yuk', ',', 'pantau', 'informasi', 'terbaik', 'akun', 'media', 'sosial', '.', 'biar', 'praktis', ',', 'unduh', 'aplikasi', 'cis', 'layanan', 'dalam', 'genggamanmu', '!']","akan baru ! yuk , pantau informasi baik akun media sosial . biar praktis , unduh aplikasi cis layan dalam genggam !",Lainnya,Lainnya,0.3732666627831659
7638,"@jokosumar73 📆 Jadwal Peremajaan Meter Air Pelanggan akan terus kami update setiap minggu!
Yuk, pantau terus informasi terbarunya di akun media sosial kami.
Biar makin praktis, download juga aplikasi CIS – semua layanan dalam satu genggamanmu! 💧📲-D",jadwal peremajaan meter air pelanggan,"['jadwal', 'peremajaan', 'meter', 'air', 'pelanggan']",jadwal remaja meter air langgan,Lainnya,Lainnya,0.36501953373869406
7638,"@jokosumar73 📆 Jadwal Peremajaan Meter Air Pelanggan akan terus kami update setiap minggu!
Yuk, pantau terus informasi terbarunya di akun media sosial kami.
Biar makin praktis, download juga aplikasi CIS – semua layanan dalam satu genggamanmu! 💧📲-D","akan pembaruan ! yuk , pantau informasi terbaik akun media sosial . biar praktis , unduh aplikasi cis layanan dalam genggamanmu !","['akan', 'pembaruan', '!', 'yuk', ',', 'pantau', 'informasi', 'terbaik', 'akun', 'media', 'sosial', '.', 'biar', 'praktis', ',', 'unduh', 'aplikasi', 'cis', 'layanan', 'dalam', 'genggamanmu', '!']","akan baru ! yuk , pantau informasi baik akun media sosial . biar praktis , unduh aplikasi cis layan dalam genggam !",Lainnya,Lainnya,0.3732666627831659
7640,"Kapan selesainya benah-benah saluran pipa air.
Gak selesai-selesai.
Padahal pembayarannya tidak boleh terlambat .
Kalau terlambat....putus ..putus .
Pusing...pusing.",kapan selesai benah benah saluran pipa air . tidak selesai selesai .,"['kapan', 'selesai', 'benah', 'benah', 'saluran', 'pipa', 'air', '.', 'tidak', 'selesai', 'selesai', '.']",kapan selesai benah benah salur pipa air . tidak selesai selesai .,Lainnya,Lainnya,0.43071807415781554
7640,"Kapan selesainya benah-benah saluran pipa air.
Gak selesai-selesai.
Padahal pembayarannya tidak boleh terlambat .
Kalau terlambat....putus ..putus .
Pusing...pusing.",padahal bayar tidak terlambat . terlambat . putus . putus . pusing . pusing .,"['padahal', 'bayar', 'tidak', 'terlambat', '.', 'terlambat', '.', 'putus', '.', 'putus', '.', 'pusing', '.', 'pusing', '.']",padahal bayar tidak lambat . lambat . putus . putus . pusing . pusing .,Air Tidak Mengalir,Air Tidak Mengalir,0.4356287481979387
7782,Era di mana Basuni Alwi dgn segala atributnya gagah menjaga Marwah Persebaya meski dengan postur mungil tp keberaniannya kala liga Indonesia edisi pertama sulit utk sy lupakan.,era basuki alwi atribut gagah menjaga marwah postur mungil,"['era', 'basuki', 'alwi', 'atribut', 'gagah', 'menjaga', 'marwah', 'postur', 'mungil']",era basuki alwi atribut gagah jaga marwah postur mungil,Lainnya,Lainnya,0.9130873961536192
7782,Era di mana Basuni Alwi dgn segala atributnya gagah menjaga Marwah Persebaya meski dengan postur mungil tp keberaniannya kala liga Indonesia edisi pertama sulit utk sy lupakan.,tapi berani liga indonesia edisi sulit lupa .,"['tapi', 'berani', 'liga', 'indonesia', 'edisi', 'sulit', 'lupa', '.']",tapi berani liga indonesia edisi sulit lupa .,Lainnya,Lainnya,0.4069562201499155
7783,"kiper persebaya ligina 1, saya menyaksikan langsung saat laga persema vs persebaya di gajayana th 94/95 basuni alwi saat itu laga jedah istirahat basuni alwi di kerubungi suport malang tapi nyali wani arek suroboyo pantang mundur, saya nonton pas di belakang gawang posisi dekat dengan basuni alwi saat itu skornya 0-0 , alhamdulillah walaupun laga berjalan panas & penyamaran sebagai bonek sukses berkat perlindungan dari Allah SWT","kiper , menyaksikan laga gajayana basuki alwi laga istirahat basuki alwi kerubung dukung malang","['kiper', ',', 'menyaksikan', 'laga', 'gajayana', 'basuki', 'alwi', 'laga', 'istirahat', 'basuki', 'alwi', 'kerubung', 'dukung', 'malang']","kiper , saksi laga gajayana basuki alwi laga istirahat basuki alwi kerubung dukung malang",Lainnya,Lainnya,0.883529650864434
7783,"kiper persebaya ligina 1, saya menyaksikan langsung saat laga persema vs persebaya di gajayana th 94/95 basuni alwi saat itu laga jedah istirahat basuni alwi di kerubungi suport malang tapi nyali wani arek suroboyo pantang mundur, saya nonton pas di belakang gawang posisi dekat dengan basuni alwi saat itu skornya 0-0 , alhamdulillah walaupun laga berjalan panas & penyamaran sebagai bonek sukses berkat perlindungan dari Allah SWT","tapi nyali wani arek surabaya pantang mundur , tonton pas belakang gawang posisi basuki alwi skor , alhamdulillah laga berjalan panas penyamaran bocah nekat sukses berkat perlindungan allah","['tapi', 'nyali', 'wani', 'arek', 'surabaya', 'pantang', 'mundur', ',', 'tonton', 'pas', 'belakang', 'gawang', 'posisi', 'basuki', 'alwi', 'skor', ',', 'alhamdulillah', 'laga', 'berjalan', 'panas', 'penyamaran', 'bocah', 'nekat', 'sukses', 'berkat', 'perlindungan', 'allah']","tapi nyali wani arek surabaya pantang mundur , tonton pas belakang gawang posisi basuki alwi skor , alhamdulillah laga jalan panas samar bocah nekat sukses berkat lindung allah",Lainnya,Lainnya,0.4641332875842
7849,Wes nyala tapi hampir 1 jam sek butek,sudah hidup,"['sudah', 'hidup']",sudah hidup,Air Tidak Mengalir,Air Tidak Mengalir,1.0
7849,Wes nyala tapi hampir 1 jam sek butek,tapi hampir jam keruh,"['tapi', 'hampir', 'jam', 'keruh']",tapi hampir jam keruh,Air Kotor/Bau,Lainnya,0.7877054450298345
7850,"Hmm mantap, pdhl ga termasuk wilayah terdampak tapi ketok e terdampak sisan.","mantap ,","['mantap', ',']","mantap ,",Pelayanan,Pelayanan,1.0
7850,"Hmm mantap, pdhl ga termasuk wilayah terdampak tapi ketok e terdampak sisan.",padahal ga wilayah dampak,"['padahal', 'ga', 'wilayah', 'dampak']",padahal ga wilayah dampak,Air Tidak Mengalir,Air Tidak Mengalir,0.7909107586965056
7850,"Hmm mantap, pdhl ga termasuk wilayah terdampak tapi ketok e terdampak sisan.",tapi ketok nya dampak .,"['tapi', 'ketok', 'nya', 'dampak', '.']",tapi ketok nya dampak .,Lainnya,Lainnya,0.5140868531379316
7853,minn air dkuh pakiss nyala sbntar tpi kotorr bgt,admin air dukuh pakis hidup sebentar,"['admin', 'air', 'dukuh', 'pakis', 'hidup', 'sebentar']",admin air dukuh pakis hidup sebentar,Air Tidak Mengalir,Air Tidak Mengalir,0.6629032102216654
7853,minn air dkuh pakiss nyala sbntar tpi kotorr bgt,tapi kotor banget,"['tapi', 'kotor', 'banget']",tapi kotor banget,Air Kotor/Bau,Air Kotor/Bau,0.446327677061306
7869,"@pdamsuryasembada selamat pagi pak, Alhamdulillah air nyala jam 12 mlm tp kotor tp sekarang udah normal tp kecil terima kasih atas respon nya","selamat pagi , alhamdulillah air hidup jam malam","['selamat', 'pagi', ',', 'alhamdulillah', 'air', 'hidup', 'jam', 'malam']","selamat pagi , alhamdulillah air hidup jam malam",Lainnya,Lainnya,0.5148445796168504
7869,"@pdamsuryasembada selamat pagi pak, Alhamdulillah air nyala jam 12 mlm tp kotor tp sekarang udah normal tp kecil terima kasih atas respon nya",tapi kotor,"['tapi', 'kotor']",tapi kotor,Air Kotor/Bau,Lainnya,0.7284212632868294
7869,"@pdamsuryasembada selamat pagi pak, Alhamdulillah air nyala jam 12 mlm tp kotor tp sekarang udah normal tp kecil terima kasih atas respon nya",tapi sekarang sudah normal,"['tapi', 'sekarang', 'sudah', 'normal']",tapi sekarang sudah normal,Pelayanan,Pelayanan,0.6975291042268376
7869,"@pdamsuryasembada selamat pagi pak, Alhamdulillah air nyala jam 12 mlm tp kotor tp sekarang udah normal tp kecil terima kasih atas respon nya",tapi kecil terima kasih respon nya,"['tapi', 'kecil', 'terima', 'kasih', 'respon', 'nya']",tapi kecil terima kasih respon nya,Pelayanan,Lainnya,0.45435947236936963
7895,Sdh ngalir yg bawah tp kotor,sudah mengalir,"['sudah', 'mengalir']",sudah alir,Air Tidak Mengalir,Air Tidak Mengalir,1.0
7895,Sdh ngalir yg bawah tp kotor,tapi kotor,"['tapi', 'kotor']",tapi kotor,Air Kotor/Bau,Lainnya,0.7284212632868294
7901,@marikhafuri Alhamdulillah skrg udah nyala... meskipun kecil dan keruh tapi mending drpd ga ada air samsek😂,alhamdulillah sekarang sudah hidup . meskipun kecil keruh,"['alhamdulillah', 'sekarang', 'sudah', 'hidup', '.', 'meskipun', 'kecil', 'keruh']",alhamdulillah sekarang sudah hidup . meski kecil keruh,Air Tidak Mengalir,Air Tidak Mengalir,0.7210935765818631
7901,@marikhafuri Alhamdulillah skrg udah nyala... meskipun kecil dan keruh tapi mending drpd ga ada air samsek😂,tapi lebih baik ga ada air sama sekali,"['tapi', 'lebih', 'baik', 'ga', 'ada', 'air', 'sama', 'sekali']",tapi lebih baik ga ada air sama sekali,Pelayanan,Pelayanan,0.6010183269996229
7961,"Pengumuman e kapan, perbaikan e kapan... aneh.... warga bayar normal tapi pelayanan ga normal😂😂😂","pengumuman nya kapan , perbaikan nya kapan . aneh . warga bayar normal","['pengumuman', 'nya', 'kapan', ',', 'perbaikan', 'nya', 'kapan', '.', 'aneh', '.', 'warga', 'bayar', 'normal']","umum nya kapan , baik nya kapan . aneh . warga bayar normal",Lainnya,Air Tidak Mengalir,0.5727808964782799
7961,"Pengumuman e kapan, perbaikan e kapan... aneh.... warga bayar normal tapi pelayanan ga normal😂😂😂",tapi pelayanan ga normal,"['tapi', 'pelayanan', 'ga', 'normal']",tapi layan ga normal,Pelayanan,Lainnya,0.3749841203396312
7989,@pdamsuryasembada simolangit  air dah nyala tapi keruh kapan ya bisa normal lagi?,simolangit air dah hidup,"['simolangit', 'air', 'dah', 'hidup']",simolangit air dah hidup,Air Tidak Mengalir,Air Tidak Mengalir,0.4277652913349551
7989,@pdamsuryasembada simolangit  air dah nyala tapi keruh kapan ya bisa normal lagi?,tapi keruh kapan normal ?,"['tapi', 'keruh', 'kapan', 'normal', '?']",tapi keruh kapan normal ?,Air Kotor/Bau,Lainnya,0.612513606065694
8012,Balas Klumprik gak disebut tapi melok mati min,balas klumprik tidak,"['balas', 'klumprik', 'tidak']",balas klumprik tidak,Air Tidak Mengalir,Air Tidak Mengalir,0.5798799139280618
8012,Balas Klumprik gak disebut tapi melok mati min,tapi mati admin,"['tapi', 'mati', 'admin']",tapi mati admin,Air Tidak Mengalir,Air Tidak Mengalir,0.7108282852452219
8017,"Dukuh kupang juga mati, tp gak ada di list","dukuh kupang mati ,","['dukuh', 'kupang', 'mati', ',']","dukuh kupang mati ,",Air Tidak Mengalir,Air Tidak Mengalir,0.8076166647646659
8017,"Dukuh kupang juga mati, tp gak ada di list",tapi tidak ada daftar,"['tapi', 'tidak', 'ada', 'daftar']",tapi tidak ada daftar,Air Tidak Mengalir,Air Tidak Mengalir,0.5455509520141832
8043,wilayahku ga disebutin tapi juga kena dampak wkwkwkwkwkkwkwkwkwkwkwkwkkw,wilayah ga,"['wilayah', 'ga']",wilayah ga,Lainnya,Lainnya,0.5861574930185602
8043,wilayahku ga disebutin tapi juga kena dampak wkwkwkwkwkkwkwkwkwkwkwkwkkw,tapi kena dampak,"['tapi', 'kena', 'dampak']",tapi kena dampak,Pelayanan,Lainnya,0.6227486133202598
8054,"kok mendadak pemberitahuannya? duh min kan gak siap, terlanjur kosongi bak mau kuras krn tadi pagi bau fogging 😢 malah sekarang gangguan.","mendadak pemberitahuan ? aduh admin kan tidak , terlanjur kosong bak kuras","['mendadak', 'pemberitahuan', '?', 'aduh', 'admin', 'kan', 'tidak', ',', 'terlanjur', 'kosong', 'bak', 'kuras']","dadak pemberitahuan ? aduh admin kan tidak , lanjur kosong bak kuras",Pelayanan,Pelayanan,0.40060750023927827
8054,"kok mendadak pemberitahuannya? duh min kan gak siap, terlanjur kosongi bak mau kuras krn tadi pagi bau fogging 😢 malah sekarang gangguan.",karena pagi bau asap sekarang gangguan .,"['karena', 'pagi', 'bau', 'asap', 'sekarang', 'gangguan', '.']",karena pagi bau asap sekarang ganggu .,Lainnya,Lainnya,0.4371776412900402
8078,"Laahh kok mendadak pemberitahuannya tooh mincey ? Tapi semoga cepat normal kembali, kan katae sekrg lagi proses normalisasi",mendadak pemberitahuan ?,"['mendadak', 'pemberitahuan', '?']",dadak pemberitahuan ?,Pelayanan,Pelayanan,0.9315574995972734
8078,"Laahh kok mendadak pemberitahuannya tooh mincey ? Tapi semoga cepat normal kembali, kan katae sekrg lagi proses normalisasi","tapi moga cepat normal , kan proses normalisasi","['tapi', 'moga', 'cepat', 'normal', ',', 'kan', 'proses', 'normalisasi']","tapi moga cepat normal , kan proses normalisasi",Lainnya,Lainnya,0.7762451701542987
8079,Lain kali kalo bisa kasih info jangan pas air udah mati. Krna yang terdampak tidak hanya satu dua rumah!!,kasih informasi pas air sudah mati .,"['kasih', 'informasi', 'pas', 'air', 'sudah', 'mati', '.']",kasih informasi pas air sudah mati .,Air Tidak Mengalir,Air Tidak Mengalir,0.35788438651810683
8079,Lain kali kalo bisa kasih info jangan pas air udah mati. Krna yang terdampak tidak hanya satu dua rumah!!,karena dampak tidak rumah !,"['karena', 'dampak', 'tidak', 'rumah', '!']",karena dampak tidak rumah !,Lainnya,Lainnya,0.443719411715497
8086,@anisah_utami1206 nyala kak tapi cilikkk sek tas an,hidup kakak,"['hidup', 'kakak']",hidup kakak,Lainnya,Lainnya,0.47946405147053894
8086,@anisah_utami1206 nyala kak tapi cilikkk sek tas an,tapi kecil tas,"['tapi', 'kecil', 'tas']",tapi kecil tas,Air Tidak Mengalir,Air Tidak Mengalir,0.553483909909285
8088,Daerah q ga d sebut 😢 tp terdampak min suimiinnnn @pdamsuryasembada wisma lidah kulon 😢,daerah ga,"['daerah', 'ga']",daerah ga,Lainnya,Lainnya,0.7221460106984979
8088,Daerah q ga d sebut 😢 tp terdampak min suimiinnnn @pdamsuryasembada wisma lidah kulon 😢,tapi dampak admin lama wisma lidah kulon,"['tapi', 'dampak', 'admin', 'lama', 'wisma', 'lidah', 'kulon']",tapi dampak admin lama wisma lidah kulon,Air Tidak Mengalir,Air Tidak Mengalir,0.5759912614015018
8157,"@nfanisssa 
Ato Pre-financing PDAM Surya Sembada Kota Surabaya adalah program di mana PDAM sudah menyiapkan jaringan air di depan persil calon pelanggan. Program ini memungkinkan calon pelanggan untuk menikmati sambungan air bersih dengan biaya pemasangan yang lebih terjangkau. Pelanggan yang menggunakan persil untuk ruko/usaha akan dikenakan Biaya Sarana Investasi (BSI) sesuai ketentuan.
BSI adalah Biaya Sarana Investasi dikenakan untuk pelanggan yang dilayani oleh pipa yang dipasang dengan pembiayaan pre financing. BSI berlaku untuk tarif usaha.
Ketentuan perhitungan nya, d sesuaikan dgn lebar persil stlh ada survei",financing pdam surya sembada kota surabaya program pdam sudah menyiapkan jaringan air persil calon pelanggan . program calon pelanggan menikmati sambungan air bersih biaya pemasangan lebih terjangkau . pelanggan menggunakan persil rumah toko usaha,"['financing', 'pdam', 'surya', 'sembada', 'kota', 'surabaya', 'program', 'pdam', 'sudah', 'menyiapkan', 'jaringan', 'air', 'persil', 'calon', 'pelanggan', '.', 'program', 'calon', 'pelanggan', 'menikmati', 'sambungan', 'air', 'bersih', 'biaya', 'pemasangan', 'lebih', 'terjangkau', '.', 'pelanggan', 'menggunakan', 'persil', 'rumah', 'toko', 'usaha']",financing pdam surya sembada kota surabaya program pdam sudah siap jaring air persil calon langgan . program calon langgan nikmat sambung air bersih biaya pasang lebih jangkau . langgan guna persil rumah toko usaha,Lainnya,Lainnya,0.41216173668063016
8157,"@nfanisssa 
Ato Pre-financing PDAM Surya Sembada Kota Surabaya adalah program di mana PDAM sudah menyiapkan jaringan air di depan persil calon pelanggan. Program ini memungkinkan calon pelanggan untuk menikmati sambungan air bersih dengan biaya pemasangan yang lebih terjangkau. Pelanggan yang menggunakan persil untuk ruko/usaha akan dikenakan Biaya Sarana Investasi (BSI) sesuai ketentuan.
BSI adalah Biaya Sarana Investasi dikenakan untuk pelanggan yang dilayani oleh pipa yang dipasang dengan pembiayaan pre financing. BSI berlaku untuk tarif usaha.
Ketentuan perhitungan nya, d sesuaikan dgn lebar persil stlh ada survei","akan kena biaya sarana investasi bsi ketentuan . bsi biaya sarana investasi kena pelanggan layan pipa pasang pembiayaan financing . bsi berlaku tarif usaha . ketentuan perhitungan nya , lebar persil ada survei","['akan', 'kena', 'biaya', 'sarana', 'investasi', 'bsi', 'ketentuan', '.', 'bsi', 'biaya', 'sarana', 'investasi', 'kena', 'pelanggan', 'layan', 'pipa', 'pasang', 'pembiayaan', 'financing', '.', 'bsi', 'berlaku', 'tarif', 'usaha', '.', 'ketentuan', 'perhitungan', 'nya', ',', 'lebar', 'persil', 'ada', 'survei']","akan kena biaya sarana investasi bsi tentu . bsi biaya sarana investasi kena langgan layan pipa pasang biaya financing . bsi laku tarif usaha . tentu hitung nya , lebar persil ada survei",Lainnya,Lainnya,0.3754707520037653
